Variable Name,Tag Variable Name - 2023,Tag Variable Name 2023 (Airtable inconsistencies),Fixed?,Full Tag Name,Equivalent Variable Name - 2022,Equivalent Variable Name - 2021,Equivalent Variable Name - 2019,2023 Description,2022 Description,2021 Description,2019 Description,Nested 2023,Nested 2022,Nested 2021,Nested 2019,In use 2023,Year removed,Years Used (Airtable - updated),Only one year used,Priority,Interest,Change Notes
practices_mental_health,practices_mental_health,This is not a parent or child tag in 2023,TRUE,mental health services,practices_mental_health,mental_health,mental_health,The learning environment offers (or partners to offer) comprehensive counseling and mental health services for students.,The learning environment offers (or partners to offer) comprehensive counseling and mental health services for students.,The learning environment offers (or partners to offer) comprehensive counseling and mental health services for students.,The learning environment offers (or partners to offer) comprehensive counseling and mental health services for students.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_mentoring,practices_mentoring,This is not a parent or child tag in 2023,TRUE,1:1 mentoring,practices_mentoring,mentoring,mentoring,Students connect with adults in and/or outside of the learning environment for 1:1 mentoring and regular check-in meetings.,Students connect with adults in and/or outside of the learning environment for 1:1 mentoring and regular check-in meetings.,Students connect with adults in and/or outside of the learning environment for 1:1 mentoring and regular check-in meetings.,Students connect with adults in and/or outside of the learning environment for 1:1 mentoring and regular check-in meetings.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_multi_age,practices_multi_age,This is not a parent or child tag in 2023,TRUE,multi-age classrooms,practices_multi_age,multi_age,multi_age,"Classrooms include students of many ages, rather than grouping them by age or grade band.","Classrooms include students of many ages, rather than grouping them by age or grade band.","Classrooms include students of many ages, rather than grouping them by age or grade band.","Classrooms include students of many ages, rather than grouping them by age or grade band.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_alternating_days,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,alternating days,NA,alternating_days,NA,NA,NA,"Some students attend school one day, and others the next.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_alternating_weeks,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,alternating weeks,NA,alternating_weeks,NA,NA,NA,"Some students attend school one week, and others the next.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_anti_racist,practices_anti_racist,This is not a parent or child tag in 2023,TRUE,anti-racist practices,practices_anti_racist,anti_racist_action,NA,The learning environment is building a culture of taking direct action to dismantle policies and practices that create or perpetuate inequality between racial groups.,The learning environment is building a culture of taking direct action to dismantle policies and practices that create or perpetuate inequality between racial groups.,The learning environment is building a culture of taking direct action to dismantle policies and practices that create or perpetuate inequality between racial groups.,NA,not nested,,Tag - General Approach,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_asynchronous_online,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,asynchronous online learning,NA,asynchronous_online,NA,NA,NA,"Online learning activities occur asynchronously, where consistent groups of students participate on their own time when they choose.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_digital_materials,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,digital materials,NA,digital_materials,NA,NA,NA,"For remote learning, curricular materials are hosted and distributed digitally.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_dual_credit,NA,,,dual credit,practices_dual_credit,dual_credit,NA,NA,"Students can take college credit-bearing courses before entering college.
","Students can take college credit-bearing courses before entering college.
",NA,NA,,Tag - Specific Practice,NA,n,2022,"2020-21, 2021-22",N,,,
practices_dual_language,practices_dual_language,This is not a parent or child tag in 2023,TRUE,dual language programming,practices_dual_language,dual_language,NA,A form of bilingual education in which students are taught literacy and content in two languages.,A form of bilingual education in which students are taught literacy and content in two languages.,A form of bilingual education in which students are taught literacy and content in two languages.,NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_early_college,practices_early_college,This is not a parent or child tag in 2023,TRUE,early college high school,practices_early_college,early_college,NA,"A hybrid of high school and college, where all students take both high school and college classes simultaneously, earning credit towards a college degree.","A hybrid of high school and college, where all students take both high school and college classes simultaneously, earning credit towards a college degree.","A hybrid of high school and college, where all students take both high school and college classes simultaneously, earning credit towards a college degree.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_families_choose_modality,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,families can choose instructional modality,NA,families_choose_modality,NA,NA,NA,"Families can opt into their instructional modality of choice (e.g. fully remote, fully in-person, or hybrid)",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
"practices_families_leaders
IF RETAINED NESTED: practices_colead_family",practices_families_leaders,Update to practices_colead_family; AT lists 2023 equivalent as practices_coleaders_family but dataset lists practices_families_leaders,TRUE,families as co-leaders,practices_families_leaders,families_leaders,NA,"The learning environment involves families in shared decision-making, and communicates how family input has informed decision-making. This may include strategies such as participatory budgeting, family advisory groups, etc.","The learning environment involves families in shared decision-making, and communicates how family input has informed decision-making. This may include strategies such as participatory budgeting, family advisory groups, etc.","The learning environment involves families in shared decision-making, and communicates how family input has informed decision-making. This may include strategies such as participatory budgeting, family advisory groups, etc.",NA,child,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_family_learning,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,at-home learning supports,NA,family_learning,NA,NA,NA,The school offers guidance and training for families about how to support students learning remotely.,NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_fully_in_person,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,fully in-person,NA,fully_in_person,NA,NA,NA,Some students learn fully at school (no core instruction required remotely or at home).,NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_fully_remote,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,fully remote,NA,fully_remote,NA,NA,NA,"Some students learn fully remotely, such as at home (no core instruction required at school).",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_half_days,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,half days,NA,half_days,NA,NA,NA,Some students attend school in the morning and others in the afternoon.,NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_hiring_equity,practices_hiring_equity,This is not a parent or child tag in 2023,TRUE,hiring for equity and inclusion values,practices_hiring_equity,hiring_equity,NA,"Hiring practices are designed to result in new hires with equity- and inclusion-focused values. The learning environment may employ specific innovations such as: students or community members on the interview committee, equity and positionality rubrics in use, hiring pool stays open until qualified diverse candidates are identified.","Hiring practices are designed to result in new hires with equity- and inclusion-focused values. The learning environment may employ specific innovations such as: students or community members on the interview committee, equity and positionality rubrics in use, hiring pool stays open until qualified diverse candidates are identified.","Hiring practices are designed to result in new hires with equity- and inclusion-focused values. The learning environment may employ specific innovations such as: students or community members on the interview committee, equity and positionality rubrics in use, hiring pool stays open until qualified diverse candidates are identified.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_hybrid,NA,,,hybrid,practices_hybrid,hybrid,NA,NA,Some students learn partially at home and partially at a school building (core instruction occurs in both settings).,Some students learn partially at home and partially at a school building (core instruction occurs in both settings).,NA,NA,,Tag - Specific Practice,NA,n,2022,"2020-21, 2021-22",N,,,
practices_industry_credentials,practices_industry_credentials,This is not a parent or child tag in 2023,TRUE,students earn industry credentials,practices_industry_credentials,industry_credentials,NA,"Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.","Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.","Students can earn industry-issued or recognized credentials as a verification of a their qualifications or competence, in fields such as agriculture, hospitality & tourism, health, information technology, etc.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_meet_professionals,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,students meet industry professionals,NA,meet_professionals,NA,NA,NA,"The school brokers connections between students and industry professionals, including methods such as job shadows, video chats, etc.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_adult_wellness,practices_adult_wellness,This is not a parent or child tag in 2023,TRUE,adult wellness/SEL,NA,NA,NA,"Staff have regular opportunities to cultivate their own social, emotional, and cultural competence, collaborate with one another, build trusting relationships, and maintain a strong community.",NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
"practices_all_courses_designed_for_inclusion
IF RETAINED: practices_inclusion",practices_all_courses_designed_for_inclusion,AT 2023 var name is practices_inclusion; should be updated to match: practices_all_courses_designed_for_inclusion (shorten for future),TRUE,all courses designed for inclusion,NA,NA,NA,"Students who typically receive pull-out services or instruction in segregated classrooms (e.g., students classified as English Learners, students with disablities) are integrated with appropriate supports in place to support learning, language ability, and full participation in curriculum.",NA,NA,NA,parent,,NA,NA,y,Not removed ,2022-23,Y,,,
practices_assessments_agency,practices_assessments_agency,This is not a parent or child tag in 2023,TRUE,assessments for agency and self-directed learning,NA,NA,NA,"Tests are administered to measure student performance on various dimensions of self-directed learning (e.g., self-awareness, agency, goal-setting and planning, etc.)",NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
practices_assessments_bilingual,practices_assessments_bilingual,This is not a parent or child tag in 2023,TRUE,bilingual assessments,NA,NA,NA,Tests are designed and administered to build on students' bilingual abilities.,NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
"practices_co_leaders
IF RETAINED: practices_coleadership",practices_co_leaders,Update to practices_coleaders; AT 2023 var name is practices_coleaders but dataset is practices_co_leaders with child tags not conforming to naming convention,TRUE,co-leadership,NA,NA,NA,"The learning environment involves stakeholders in the process of decision-making and communicates how the input gathered from stakeholders informs decision-making. This may include teachers, students, families, community-based organizations, industry-based partners, or others.",NA,NA,NA,parent,,NA,NA,y,Not removed ,2022-23,Y,,,
"practices_community_leaders
IF RETAINED NESTED: practices_colead_cbo",practices_community_leaders,Update to practices_colead_cbo; AT 2023 var name is practices_colead_cbo; dictionary/dataset name is practices_community_leaders,TRUE,community-based organizations as co-leaders,NA,NA,NA,"The learning environment involves community-based organizations in shared decision-making, and communicates how CBO input has informed decision-making. This may include strategies such as offering learning hubs and integrating expertise into schools.",NA,NA,NA,child,,NA,NA,y,Not removed ,2022-23,Y,,,
"practices_heritage_language
IF RETAINED: practices_heritage",practices_heritage_language,This is not a parent or child tag in 2023,TRUE,heritage language course(s),NA,NA,NA,"A course, or set of courses, designed to support reading, writing, and speaking for students' heritage language (defined as a non-English language they have extensive personal, familial, or community connection to). Similar to English language arts for English speakers but created for non-English languages.",NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
"practices_industry_leaders
IF RETAINED NESTED: practices_colead_industry",practices_industry_leaders,Update to practices_colead_industry; AT lists 2023 equivalent as practices_coleaders_industry but dataset lists practices_industry_leaders,TRUE,industry-based partners as co-leaders,NA,NA,NA,"The learning environment involves industry-based partners in shared decision-making, and communicates how these partners' input has informed decision-making. This may include strategies such as designing career pathways, developing curriculum and assessments, or offering validated work-based learning as a core part of the school's
design.",NA,NA,NA,child,,NA,NA,y,Not removed ,2022-23,Y,,,
practices_other_leaders,practices_other_leaders,"This is not a formal tag, it's the binary response for a follow-up question to co-leadership; remove tag and make sure this and it's open response equivalent practices_other_leaders_text are in variable spreadsheet",FALSE,other co-leaders,NA,NA,NA,"Indicates whether the school selected the tag co-leadership and indicated """"Other"""": School utilizes co-leadership with partners that do not fall under the category of students, teachers, families, community-based organizations, or industry-based partners.",NA,NA,NA,child,,NA,NA,y,Not removed ,,Y,,,
practices_translanguaging,practices_translanguaging,This is not a parent or child tag in 2023,TRUE,translanguaging,NA,NA,NA,"All students are encouraged to use all languages or dialects they know to make meaning, communicate, and participate in schooling without separation of languages (e.g., ""English time"" vs. ""Spanish time""; enforcing English use in shared spaces; or discouraging AAVE and other ""nonstandard"" English forms).",NA,NA,NA,not nested,,NA,NA,y,Not removed ,2022-23,Y,,,
practices_disaggregated_participation_data,practices_disaggregated_participation_data,"Years listed in AT is incorrect

This is not a parent or child tag in 2023",TRUE,disaggregated data on student participation,practices_disaggregated_participation_data,NA,NA,"The learning environment tracks data on the extent to which different groups of students (e.g., by race, gender, disability, socioeconomic status) participate in programs to ensure that students have equitable access.","The learning environment tracks data on the extent to which different groups of students (e.g., by race, gender, disability, socioeconomic status) participate in programs to ensure that students have equitable access.",NA,NA,not nested,,NA,NA,y,Not removed ,"2021-22, 2022-23",N,,,
practices_mtss_academics,practices_mtss_academics,This is not a parent or child tag in 2023,TRUE,multi-tiered system of support (MTSS) in academics,practices_mtss_academics,NA,NA,"The learning environment has an explicit multi-tiered system of support wherein students progress is monitored for all students, and students who are progressing at a slower pace are provided with structured academic interventions aligned to their academic needs with varying tiers of intensity. Progress is tracked in an ongoing manner for all students to inform fluid intervention decisions.","The learning environment has an explicit multi-tiered system of support wherein students progress is monitored for all students, and students who are progressing at a slower pace are provided with structured academic interventions aligned to their academic needs with varying tiers of intensity. Progress is tracked in an ongoing manner for all students to inform fluid intervention decisions.",NA,NA,not nested,,NA,NA,y,Not removed ,"2021-22, 2022-23",N,,,
"practices_students_leaders
IF RETAINED NESTED: practices_colead_students",practices_students_leaders,Update to practices_colead_students; AT lists 2023 equivalent as practices_students_leaders matching dataset; but tag does not follow nested naming convention,TRUE,students as co-leaders,practices_students_leaders,NA,NA,"The learning environment involves students in shared decision-making, and communicates how student input has informed decision-making. This may include strategies such as student advisory councils, input on curriculum and culture-setting, etc.","The learning environment involves students in shared decision-making, and communicates how student input has informed decision-making. This may include strategies such as student advisory councils, input on curriculum and culture-setting, etc.",NA,NA,child,,NA,NA,y,Not removed ,"2021-22, 2022-23",N,,,
practices_virtual_pathway,NA,Full tag name should be: all virtual pathway,TRUE,all virtual pathway,practices_virtual_pathway,NA,NA,NA,"Some (but not all) students in this learning environment complete their coursework and learning activities entirely at home or in another space of their choice, without coming to a physical learning environment.",,NA,NA,,NA,NA,n,2022,2021-22,Y,,,
practices_peer_to_peer,practices_peer_to_peer,This is not a parent or child tag in 2023,TRUE,peer to peer support,practices_peer_to_peer,peer_to_peer,NA,"The learning environment creates deliberate structures and processes for peer support, e.g. peer mentorship, peer tutoring, peer assessment, accountability partners, etc.","The learning environment creates deliberate structures and processes for peer support, e.g. peer mentorship, peer tutoring, peer assessment, accountability partners, etc.","The learning environment creates deliberate structures and processes for peer support, e.g. peer mentorship, peer tutoring, peer assessment, accountability partners, etc.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_print_materials,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,print materials,NA,print_materials,NA,NA,NA,"For remote learning, curricular materials are printed and distributed physically.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_remote_accommodations,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,remote accommodations,NA,remote_accommodations,NA,NA,NA,The school offers special education services to students learning remotely.,NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_rotating_schedule,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,rotating or staggered schedules,NA,rotating_schedule,NA,NA,NA,The school uses a rotating schedule to reduce the total number of students on campus during in-person learning.,NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_social_justice,practices_social_justice,This is not a parent or child tag in 2023,TRUE,social justice focus,practices_social_justice,social_justice,NA,"The learning environment uses a social justice lens to design curriculum, instruction, policies, and community engagement. This could include work to understand and address large, complex social issues such as poverty, food insecurity, racism, and environmental justice.","The learning environment uses a social justice lens to design curriculum, instruction, policies, and community engagement. This could include work to understand and address large, complex social issues such as poverty, food insecurity, racism, and environmental justice.","The learning environment uses a social justice lens to design curriculum, instruction, policies, and community engagement. This could include work to understand and address large, complex social issues such as poverty, food insecurity, racism, and environmental justice.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_synchronous_online,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,synchronous online learning,NA,synchronous_online,NA,NA,NA,"Online learning activities occur synchronously, where consistent groups of students participate at the same designated time.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_teachers_choose_modality,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,teachers can choose instructional modality,NA,teachers_choose_modality,NA,NA,NA,"Teachers can opt into their instructional modality of choice (e.g. fully remote, fully in-person, or hybrid)",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
"practices_teachers_leaders
IF RETAINED NESTED: practices_colead_teachers",practices_teachers_leaders,Update to practices_colead_teachers; AT lists 2023 equivalent as practices_teachers_leaders matching dataset; but tag does not follow nested naming convention,TRUE,teachers as co-leaders,practices_teachers_leaders,teachers_leaders,NA,"The learning environment involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as learning environment success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.","The learning environment involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as learning environment success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.","The learning environment involves teachers in shared decision-making, and communicates how teacher input has informed decision-making. Teachers make decisions in areas such as learning environment success, curriculum, budget, evaluating their colleagues, selecting personnel, and more.",NA,child,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_trauma_informed,practices_trauma_informed,This is not a parent or child tag in 2023,TRUE,trauma-informed practices,practices_trauma_informed,trauma_informed,NA,"Adults are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.","Adults are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.","Adults are trained to recognize and respond to those who have been impacted by traumatic stress, and students are provided with clear expectations and communication strategies to guide them through stressful situations.",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_tutoring,practices_tutoring,This is not a parent or child tag in 2023,TRUE,tutoring,practices_tutoring,tutoring,NA,"In high-impact tutoring, students work with a consistent tutor, multiple times per week, in sessions that are integrated with the learning environment's curriculum and schedule (as opposed to a supplemental or out-of-school program).","In high-impact tutoring, students work with a consistent tutor, multiple times per week, in sessions that are integrated with the learning environment's curriculum and schedule (as opposed to a supplemental or out-of-school program).","In high-impact tutoring, students work with a consistent tutor, multiple times per week, in sessions that are integrated with the learning environment's curriculum and schedule (as opposed to a supplemental or out-of-school program).",NA,not nested,,Tag - Specific Practice,NA,y,Not removed ,"2020-21, 2021-22, 2022-23",N,,,
practices_virtual_enrichment,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,virtual enrichment activities,NA,virtual_enrichment,NA,NA,NA,"Beyond core academics, the school engages students in enrichment activities while learning remotely.",NA,NA,,Tag - Specific Practice,NA,n,2021,2020-21,Y,,,
practices_oer,NA,,,open educational resources,NA,NA,oer,NA,NA,NA,"The school has a coherent strategy for delivering core curriculum using free, open resources.",NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_expanded_open_hours,practices_expanded_open_hours,"This has a 2019 and 2022 equivalent that is listed separately below open_hours, these need to be combined and updated

This is not a parent or child tag in 2023",TRUE,expanded open hours,practices_expanded_open_hours,open_hours,open_hours,The learning environment is open outside of normal hours and during vacations to support learning and offer services.,The learning environment is open outside of normal hours and during vacations to support learning and offer services.,The learning environment is open outside of normal hours and during vacations to support learning and offer services.,The learning environment is open outside of normal hours and during vacations to support learning and offer services.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_opportunities_mastery,practices_opportunities_mastery,This is not a parent or child tag in 2023,TRUE,multiple opportunities to demonstrate mastery,practices_opportunities_mastery,opportunities_mastery,opportunities_mastery,Students have more than one opportunity to demonstrate their learning in order to show they have achieved mastery.,Students have more than one opportunity to demonstrate their learning in order to show they have achieved mastery.,Students have more than one opportunity to demonstrate their learning in order to show they have achieved mastery.,Students have more than one opportunity to demonstrate their learning in order to show they have achieved mastery.,not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_extended_learning,practices_extended_learning,"The 2019 equivalent is listed as a separate row below outside_credit; needs to be consolidated

This is not a parent or child tag in 2023",TRUE,extended learning opportunities,practices_extended_learning,extended_learning,outside_credit,"Students can access credit-bearing learning experiences outside of school (e.g. internship, service learning, training, etc).","Students can access credit-bearing learning experiences outside of school (e.g. internship, service learning, training, etc).","Students can access credit-bearing learning experiences outside of school (e.g. internship, service learning, training, etc).","Students can access credit-bearing learning experiences outside of school (e.g. internship, service learning, training, etc).",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,"Full name in 2019 is ""credit for learning outside the classroom"""
practices_pbl,practices_pbl,This is not a parent or child tag in 2023,TRUE,project-based learning,practices_pbl,pbl,pbl,"Students learn through answering complex questions or solving for real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company). Also called problem-based learning, inquiry-based learning, or learning-by-doing.","Students learn through answering complex questions or solving for real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company). Also called problem-based learning, inquiry-based learning, or learning-by-doing.","Students learn through answering complex questions or solving for real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company). Also called problem-based learning, inquiry-based learning, or learning-by-doing.","Students learn through answering complex questions or solving for real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company). Also called problem-based learning, inquiry-based learning, or learning-by-doing.",not nested,,Tag - General Approach,Tag - General Approach,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_performance_assessment,practices_performance_assessment,This is not a parent or child tag in 2023,TRUE,performance based assessment,practices_performance_assessment,performance_assessment,performance_assessment,"Students apply knowledge or demonstrate a skill in place of traditional assessment, for example, through portfolios, projects, and other displays of progress toward goals.","Students apply knowledge or demonstrate a skill in place of traditional assessment, for example, through portfolios, projects, and other displays of progress toward goals.","Students apply knowledge or demonstrate a skill in place of traditional assessment, for example, through portfolios, projects, and other displays of progress toward goals.","Students apply knowledge or demonstrate a skill in place of traditional assessment, for example, through portfolios, projects, and other displays of progress toward goals.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_physical_well_being,practices_physical_well_being,This is not a parent or child tag in 2023,TRUE,physical well being services,practices_physical_well_being,physical_well_being,physical_health,"The learning environment offers (or partners to offer) comprehensive services to support the physical health and well-being of students, e.g. supports related to nutrition, housing, abuse, bullying.","The learning environment offers (or partners to offer) comprehensive services to support the physical health and well-being of students, e.g. supports related to nutrition, housing, abuse, bullying.","The learning environment offers (or partners to offer) comprehensive services to support the physical health and well-being of students, e.g. supports related to nutrition, housing, abuse, bullying.","The learning environment offers (or partners to offer) comprehensive services to support the physical health and well-being of students, e.g. supports related to nutrition, housing, abuse, bullying.",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_portfolios_exhibitions,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,portfolios and public exhibitions of student work,practices_portfolios_exhibitions,portfolios_exhibitions,portfolios AND exhibitions,NA,"Students collect and share evidence of their work over time to demonstrate their learning and growth, and independently present their projects, reflect on their learning, and share progress towards their goals for an audience.","Students collect and share evidence of their work over time to demonstrate their learning and growth, and independently present their projects, reflect on their learning, and share progress towards their goals for an audience.","Students collect and share evidence of their work over time to demonstrate their learning and growth, and independently present their projects, reflect on their learning, and share progress towards their goals for an audience.",NA,,Tag - Specific Practice,Tag - Specific Practice,n,2022,"2018-19, 2020-21, 2021-22",N,,,
practices_poverty_supports,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,supports for high-poverty and homeless students,NA,NA,poverty_supports,NA,NA,NA,The school goes above and beyond to support high poverty and homeless students through additional resources and creative approaches.,NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_projects_primary,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,projects as primary method of learning,NA,projects_primary,projects_primary,NA,NA,"Projects are a central approach to learning core content and skills, rather than added on as extra activities once core content is covered.","Projects are a central approach to learning core content and skills, rather than added on as extra activities once core content is covered.",NA,,Tag - Specific Practice,Tag - Specific Practice,n,2021,"2018-19, 2020-21",N,,,
practices_quality_materials,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,high quality instructional materials,NA,NA,quality_materials,NA,NA,NA,The school has adopted high quality instructional materials (e.g. green rating on EdReports or equivalent),NA,,NA,Tag - Specific Practice,n,2019,2018-19,Y,,,
practices_real_time_data,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,real time data use to drive instruction,NA,real_time_data,real_time_data,NA,NA,The school has created systems and routines to continuously monitor progress and tailor learning activities.,The school has created systems and routines to continuously monitor progress and tailor learning activities.,NA,,Tag - Specific Practice,Tag - Specific Practice,n,2021,"2018-19, 2020-21",N,,,
practices_real_world,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,real-world problem solving,practices_real_world,real_world,real_world,NA,"Student projects involve action steps to solve or meaningfully improve real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company).","Student projects involve action steps to solve or meaningfully improve real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company).","Student projects involve action steps to solve or meaningfully improve real-world problems (e.g. homelessness in their city, or a marketing challenge faced by a real company).",NA,,Tag - Specific Practice,Tag - Specific Practice,n,2022,"2018-19, 2020-21, 2021-22",N,,,
practices_reallocation_resources,practices_reallocation_resources,This is not a parent or child tag in 2023,TRUE,reallocation of resources for those most in need,practices_reallocation_resources,reallocation_resources,reallocation_resources,"Distributing school resources equitably, so students receive support and resources according to their need rather than every student receiving the same supports. (Example: assigning most experienced and highest skilled teachers to students needing the most help.)","Distributing school resources equitably, so students receive support and resources according to their need rather than every student receiving the same supports. (Example: assigning most experienced and highest skilled teachers to students needing the most help.)","Distributing school resources equitably, so students receive support and resources according to their need rather than every student receiving the same supports. (Example: assigning most experienced and highest skilled teachers to students needing the most help.)","Distributing school resources equitably, so students receive support and resources according to their need rather than every student receiving the same supports. (Example: assigning most experienced and highest skilled teachers to students needing the most help.)",not nested,,Tag - Specific Practice,Tag - Specific Practice,y,Not removed ,"2018-19, 2020-21, 2021-22, 2022-23",N,,,
practices_expanded_success,NA,AT has a 2023 equivalent var name but was not a 2023 var,TRUE,expanded measures of success,practices_expanded_success,expanded_success,redefining_success,NA,"The learning environment defines student success beyond traditional measures such as GPA, and assesses students along the expanded definition of success. (May include career readiness, social-emotional skills, purpose and agency, etc.)","The learning environment defines student success beyond traditional measures such as GPA, and assesses students along the expanded definition of success. (May include career readiness, social-emotional skills, purpose and agency, etc.)","The learning environment defines student success beyond traditional measures such as GPA, and assesses students along the expanded definition of success. (May include career readiness, social-emotional skills, purpose and agency, etc.)",NA,,Tag - General Approach,Tag - General Approach,n,2022,"2018-19, 2020-21, 2021-22",N,,,
