tag,school_id,practices_a_la_carte,practices_accommodations,practices_adult_wellness,practices_advancement_mastery,practices_advisories,practices_all_courses_designed_for_inclusion,practices_anti_racist,practices_assessments_agency,practices_assessments_bilingual,practices_assessments_career,practices_assessments_deeper,practices_assessments_sel,practices_blended_learning,practices_career_prep,practices_co_leaders,practices_community_leaders,practices_community_partnerships,practices_community_supports,practices_competency_education,practices_competency_framework,practices_culturally_responsive,practices_design_marginalized,practices_design_thinking,practices_disaggregated_participation_data,practices_dual_language,practices_early_college,practices_elimination_tracking,practices_enriched_virtual,practices_expanded_open_hours,practices_extended_learning,practices_families_leaders,practices_flex,practices_flexible_facilities,practices_flexible_staffing,practices_flipped_classroom,practices_grading_mastery,practices_heritage_language,practices_hiring_equity,practices_industry_credentials,practices_industry_leaders,practices_interdisciplinary,practices_interoperability,practices_learning_paths,practices_makerspace,practices_mental_health,practices_mentoring,practices_mtss_academics,practices_multi_age,practices_opportunities_mastery,practices_other_leaders,practices_pbl,practices_peer_to_peer,practices_performance_assessment,practices_physical_well_being,practices_place_based,practices_reallocation_resources,practices_restorative,practices_sel_curriculum,practices_sel_integrated,practices_service_learning,practices_social_justice,practices_station_rotation,practices_student_conferences,practices_student_data,practices_student_goals,practices_student_pace,practices_student_projects,practices_students_leaders,practices_teachers_leaders,practices_translanguaging,practices_trauma_informed,practices_tutoring,practices_udl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_competency_framework,-0.139655376,0.13562156,0.171088317,0.060537712,0.318924751,0.208354137,0.191238555,0.067831469,0.159705205,-0.014849008,0.17764278,0.185203683,0.142412084,0.192160201,0.146563843,0.270002279,0.098384008,0.191238555,0.030983042,0.500895398,1,0.062103272,0.20676021,0.247713497,0.077659846,0.001066649,0.175028145,0.28431381,-0.016765451,0.082286021,0.127135313,0.041978314,0.221012254,0.142571887,0.173819301,0.08701158,0.387234864,-0.052691061,0.038364582,0.152011255,0.178040828,0.285705227,0.22675396,0.229473197,0.207810318,0.053908548,0.191992357,0.012100478,0.302865265,0.247040862,-0.014384979,0.178324331,0.215938697,0.199430006,0.129356653,0.21997956,0.138181166,0.198443499,0.002774065,0.169328882,0.123725371,0.117613625,-0.005406233,0.166189918,0.222457701,0.268965729,0.260575227,0.216018796,0.191027696,0.246443748,-0.047039755,0.129135127,0.029597982,0.148141368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_culturally_responsive,-0.172607678,-0.013316069,0.099695201,0.192879469,0.137733903,0.144421529,0.267374087,0.40333371,0.006817009,0.111110557,0.077435918,0.113042253,0.218112327,-0.020585207,0.067505565,0.197565096,0.15636205,0.101974467,0.164717791,0.078051118,0.062103272,1,0.364965445,0.104281667,0.124425022,0.077662977,-0.027022148,0.177417074,-0.042765001,0.112322309,0.035373857,0.074359216,-0.011847513,0.05007014,-0.011265681,0.063240597,0.091332921,0.082895447,0.444370191,-0.059490193,0.000939989,0.185570968,0.133654341,0.09556611,-0.017569166,0.147364645,0.222937815,0.085467178,0.048189159,0.070976698,0.016767882,0.187238902,0.066742861,0.102316983,0.331451086,0.122052359,0.186907189,0.38447738,0.114146353,0.182177251,0.080392005,0.411981656,0.054970972,0.131009745,0.156163093,0.20477852,0.016300762,0.117727956,0.136487101,0.21013593,0.16566248,0.194535152,-0.020585207,0.090021323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_design_marginalized,-0.175080588,0.148910602,0.278795446,0.153381857,0.155125168,0.207429876,0.372973437,0.229912471,0.061095886,0.02225542,0.13355271,0.012024692,0.201722427,0.097459025,0.130872277,0.280433377,0.197114604,0.120751616,0.130927553,0.178418789,0.20676021,0.364965445,1,0.1198784,0.147110167,0.011650719,0.048966928,0.17356302,-0.051495346,0.198503774,0.116421983,0.061095886,0.054303495,0.149878403,0.14489388,0.150477302,0.173310856,0.076719376,0.338334757,0.004361047,0.122742523,0.307059336,0.120857349,0.102421865,0.039855976,0.208998716,0.293323484,0.12680212,0.116173833,0.15474861,0.013051223,0.181285754,0.057499045,0.223580604,0.218790311,0.192324569,0.240024071,0.32442946,0.045754955,0.201770725,0.147229114,0.299013003,0.067138853,0.104598745,0.163806186,0.189899123,0.11749423,0.121387247,0.196472025,0.314237267,0.054449997,0.220954062,0.021607195,0.229912471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_design_thinking,-0.070390526,0.057951165,0.131206188,-0.021954416,0.219533882,0.098795836,0.158208708,0.064521026,0.22960432,-0.082489127,0.107187617,0.218952173,0.138049772,0.031443781,0.163253075,0.228273336,0.167684808,0.21265622,-0.095620237,0.22790415,0.247713497,0.104281667,0.1198784,1,0.065438456,-0.075793611,0.067142359,0.094878474,-0.000728943,-0.022130449,0.14606354,0.091259056,0.088939184,0.231315567,0.159466493,0.215720623,0.178812043,-0.102054831,0.061616537,0.117589434,0.202437821,0.33023449,0.200535329,0.166157772,0.386041602,-0.088185348,0.182835645,0.022412993,0.148153822,0.160425626,-0.06416744,0.291431736,0.243746234,0.145243844,0.026678373,0.143479488,-0.021074838,0.201251902,-0.04587696,0.100354306,0.116332581,0.171227183,0.020944173,0.192724601,0.143135979,0.178485159,0.080699625,0.225341474,0.200092394,0.196727612,-0.09221128,0.017665812,-0.001304721,0.113056823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_disaggregated_participation_data,0.017227061,0.087180884,0.090891005,0.036547399,0.146086192,0.110304513,0.133152834,0.109978978,-0.023043172,0.121626722,0.052954244,0.089599095,0.122900597,0.027017413,0.037399711,0.093929034,0.063828738,0.075628977,0.106084578,0.103717836,0.077659846,0.124425022,0.147110167,0.065438456,1,-0.000103191,0.08806822,-0.013501609,0.060198418,0.058303188,0.027017413,0.081358204,0.065074099,0.022799985,0.055333989,0.065347791,0.130813902,0.085256991,0.23478751,-0.023270299,0.03361182,0.030659443,0.182752601,0.043594693,-0.024974972,0.205703029,0.175290388,0.211039548,-0.086731407,0.118437704,0.0235696,-0.075012684,0.120197795,0.045764592,0.076414648,-0.030617284,0.271831443,0.119619371,0.060826611,0.13570818,0.14762241,0.123731871,0.032837272,0.080005672,0.19335964,0.101914261,-0.026762686,-0.099862343,0.064323005,0.08196431,0.092415482,0.172053973,0.165412732,0.127071685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_dual_language,0.131354566,-0.026322329,-0.108267352,0.123520797,-0.085786309,-0.075098418,0.119838644,0.032222273,-0.105202798,0.595357901,0.053405824,-0.012867463,-0.019278444,-0.05298217,0.011290375,-0.084824951,-0.002087979,0.065346797,0.237846733,-0.06870331,0.001066649,0.077662977,0.011650719,-0.075793611,-0.000103191,1,-0.002917236,-0.123539343,0.029910996,0.075967837,-0.003819417,-0.016194139,0.01036375,-0.025363054,-0.071300691,-0.080879076,-0.05298217,0.187956831,0.11532605,-0.023892581,-0.01541542,-0.152074586,-0.055736741,-0.043703145,-0.072795607,0.042738701,-0.068377749,-0.009656955,-0.013918854,-0.123157921,0.033145646,-0.021101843,-0.02558523,-0.006336652,0.04707128,-0.050578461,-0.069001892,0.068399241,-0.068188613,0.000770891,-0.059049871,0.086166844,-0.049175038,-0.019590536,-0.046784974,-0.076138138,-0.089216022,-0.01916728,0.003336465,-0.071023011,0.258803065,0.014733497,0.119087465,-0.064928363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_early_college,-0.00358128,0.262307748,0.090690511,-0.0109366,0.148822325,0.200988359,0.137994325,0.093204533,0.060983608,0.01717813,0.317562898,0.028995272,-0.057195606,0.072361269,0.487451315,0.063596762,0.141545511,0.212762971,-0.062844189,0.212442271,0.175028145,-0.027022148,0.048966928,0.067142359,0.08806822,-0.002917236,1,0.152225911,0.068693771,0.099590388,0.207274387,-0.040790898,0.031856885,0.047443312,0.10104858,0.124143153,0.038632989,0.062959506,0.063596762,0.425815436,0.239183115,0.102670859,-0.021543873,0.15734223,0.077409607,0.089178858,0.082690215,-0.072877069,0.094695031,0.05464836,-0.047137476,0.067860909,0.089552587,0.184723877,-0.019403188,0.068800794,0.064183948,-0.004818578,-0.077834544,-0.051073939,0.135898442,0.05075536,-0.089561899,-0.014896724,0.084229486,0.067939881,0.126529801,0.010877828,0.164460734,0.081364417,0.037287329,-0.00721035,0.038632989,-0.00677127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_elimination_tracking,-0.187383585,0.083236524,0.227227863,0.021262392,0.181573268,0.313142089,0.267987265,0.299891568,0.077018255,-0.15359158,0.10534923,0.242439327,0.028867103,0.08503688,0.137318088,0.275986323,-0.013452727,0.159960279,-0.012608129,0.343240672,0.28431381,0.177417074,0.17356302,0.094878474,-0.013501609,-0.123539343,0.152225911,1,-0.079544551,0.077048891,0.117524334,0.116230389,-0.028105594,0.066648264,0.148126597,0.029921118,0.133768061,0.040724891,0.160256497,0.182202812,0.083312906,0.308143212,0.049313047,0.122931972,0.084383105,-0.009919264,0.152148358,0.119030926,0.166837487,0.115680086,0.041752821,0.241887825,0.111395377,0.325309114,0.122853176,0.228582405,0.195280184,0.221140484,0.02584988,0.137396646,0.08365287,0.270450395,-0.030002305,0.18991289,0.099525583,0.308143212,0.091246326,0.171952748,0.252080329,0.205339992,-0.049293517,0.086781165,0.020061973,0.155444862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_enriched_virtual,0.069190065,0.17314035,0.113485445,0.001581435,0.103035049,0.072461998,-0.028894353,-0.006619818,-0.000441093,0.050949269,0.239664261,0.027065905,-0.05497469,0.240708158,0.189952376,0.065835475,0.240236696,0.072775965,0.094805542,0.046043792,-0.016765451,-0.042765001,-0.051495346,-0.000728943,0.060198418,0.029910996,0.068693771,-0.079544551,1,0.211359735,0.118405025,0.036463668,0.215297296,0.041530091,0.09221128,0.163044982,0.148980809,-0.017194095,0.096955446,0.151513924,0.140728009,0.117660187,-0.044825824,0.094402972,-0.084007978,-0.00311186,0.057782724,0.079657846,0.122754699,0.078771598,-0.040799069,0.107078817,0.065089979,0.096650262,0.017958634,0.071710618,0.046113295,-0.059945119,-0.027422971,0.066025712,0.076450153,-0.086248794,0.023309106,0.009363027,0.09221128,0.086175425,0.204853262,0.059166634,0.04225551,0.079544551,-0.024954628,-0.039218504,0.118405025,0.053801062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_expanded_open_hours,-0.012062069,0.084989627,0.140448526,-0.034650374,0.075248363,0.046612122,0.099241683,-0.066611621,0.029427006,0.002258487,0.138389507,0.14591817,0.083022666,0.171369651,0.020016353,0.193408054,0.16337869,0.118902032,0.152309498,0.092740429,0.082286021,0.112322309,0.198503774,-0.022130449,0.058303188,0.075967837,0.099590388,0.077048891,0.211359735,1,0.100419082,0.029427006,0.190067006,0.172221782,0.110581765,0.14631789,0.100419082,-0.00041561,0.085088036,0.07288778,0.034562589,0.095690924,0.115221999,0.097985905,-0.035602639,0.018804733,0.150809428,0.006528243,0.108736863,0.110160976,-0.029647762,0.000778646,0.011773887,0.080730091,0.181033614,0.164795133,0.140269111,-0.032436247,-0.008024708,0.083042544,0.072478293,0.061409399,0.062256078,-0.012882842,0.128272028,0.168750763,0.126171068,0.069588938,0.147517492,0.133542089,0.013160631,0.054646036,0.153632009,0.038542573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_extended_learning,-0.163476613,0.135382882,0.152140971,0.008295782,0.112952078,0.16291703,0.105996624,0.031409791,0.137926285,0.053170749,0.362403868,0.141980395,0.062052484,0.162676609,0.421577304,0.184678937,0.240390527,0.451754423,0.091539547,0.032767376,0.127135313,0.035373857,0.116421983,0.14606354,0.027017413,-0.003819417,0.207274387,0.117524334,0.118405025,0.100419082,1,0.118109744,0.039374692,0.146307698,0.214169988,0.190986865,0.014913658,0.033596464,0.067706734,0.265231399,0.205737882,0.221868551,-0.015479016,0.207129547,0.109531838,0.151709068,0.1897759,-0.044878148,0.079278643,0.023680391,-0.053731384,0.218458498,0.24059442,0.213627217,0.159244015,0.214986694,0.120500165,0.116123594,-0.087243304,0.019712709,0.352510218,0.072601508,-0.007476095,0.130008881,0.181421485,0.171149966,0.209851014,0.190019005,0.245129822,0.207350201,-0.034473891,0.078003358,0.244767138,-0.065921785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_families_leaders,-0.029346658,0.050112837,0.192214098,0.075767295,-0.066223119,0.129948358,0.073769535,0.048832384,0.091099676,-0.077450892,0.094990183,0.06898629,0.093910492,-0.020606045,0.000313857,0.400331202,0.220294965,0.05180494,0.093737298,-0.001909859,0.041978314,0.074359216,0.061095886,0.091259056,0.081358204,-0.016194139,-0.040790898,0.116230389,0.036463668,0.029427006,0.118109744,1,-0.027885664,-0.010383089,0.086613427,0.064143501,0.038843579,0.015941688,0.037284961,0.038780486,0.206049181,0.118206502,0.097899266,-0.008021517,0.029016453,0.136472498,0.149720919,0.085553695,0.099429057,0.156073144,0.135830324,0.067176008,0.14749399,0.056359452,0.086178,0.096624322,0.105072501,0.121780121,-0.047499963,0.038441844,0.128965551,0.103611777,-0.012774978,0.194729962,-0.031968228,0.179423487,0.029252626,0.065286339,0.39726459,0.393527353,0.073368429,0.09019033,-0.000789504,0.087991899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_flex,0.024898317,0.152753694,0.074071292,-0.065265209,0.19740686,0.0156423,0.007373439,-0.098948158,0.244460706,0.043844767,0.147888858,0.112256869,0.060619253,0.355271197,0.100957694,0.05123806,0.053905036,0.107413077,0.001833912,0.181674254,0.221012254,-0.011847513,0.054303495,0.088939184,0.065074099,0.01036375,0.031856885,-0.028105594,0.215297296,0.190067006,0.039374692,-0.027885664,1,0.266737598,0.113594703,0.35404012,0.129630836,-0.02537748,0.005306799,0.100749062,0.112570767,0.034250555,0.200820975,0.161809277,0.08566136,-0.028610091,0.196543109,0.117570333,0.114367991,0.008778552,0.019332841,0.019920347,0.073824249,0.09478225,0.026505897,0.061191927,0.112780936,0.011109031,0.026953289,-0.004043573,0.023913431,-0.105016566,0.266218257,0.05828902,0.068587173,0.103955063,0.280057038,0.133569012,0.132250745,0.050429975,-0.078853053,-0.012622728,0.152194872,0.079407229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_flexible_facilities,0.034773493,0.115858077,0.230013282,0.05934157,0.167379853,0.059044049,0.215782609,0.019222294,0.170043057,-0.039262134,0.203702847,0.181733865,0.137814486,0.129698367,0.2290603,0.129716823,0.129354729,0.215782609,0.017954172,0.112853424,0.142571887,0.05007014,0.149878403,0.231315567,0.022799985,-0.025363054,0.047443312,0.066648264,0.041530091,0.172221782,0.146307698,-0.010383089,0.266737598,1,0.265633426,0.174588559,0.179526362,0.018550577,-0.005522731,0.177727275,0.184698146,0.249800741,0.130520297,0.27545649,0.308785621,0.015143347,0.153549861,-0.038532345,0.206578985,0.172973239,0.0545905,0.148253439,0.21678027,0.149224201,0.182346972,0.181678715,0.169248709,0.061110944,0.04383311,0.184540759,0.086839581,-0.06207719,-0.013001856,0.138565517,0.166243627,0.147182106,0.150509257,0.235425121,0.120166794,0.114113874,0.041530091,0.109640396,0.013433045,0.101276646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_flexible_staffing,-0.023595356,0.21555852,0.089136473,-0.059804611,0.158785252,0.099983762,0.186625537,0.113443562,0.106377036,-0.099530837,0.208159542,0.113378481,0.170564216,0.197795737,0.145942284,0.321694099,0.203238508,0.186625537,0.045514434,0.217712245,0.173819301,-0.011265681,0.14489388,0.159466493,0.055333989,-0.071300691,0.10104858,0.148126597,0.09221128,0.110581765,0.214169988,0.086613427,0.113594703,0.265633426,1,0.086004119,0.099550229,-0.026344981,0.071708901,0.096416231,0.188776936,0.276762836,-0.02616685,0.2089806,0.15490155,0.07075659,0.140118239,-0.039408949,0.272033855,0.073570493,0.06416744,0.10949655,0.159817782,0.097913311,0.022923639,0.29392964,0.118432835,0.160080197,0.013256232,0.120601228,0.077255117,0.103651068,8.38E-05,0.049306127,0.101821731,0.209318688,0.242872354,0.093452204,0.222519444,0.224481179,0.000728943,0.146560813,0.066801726,0.016371969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_flipped_classroom,-0.038116683,0.214309069,0.236826553,0.02637105,0.202861891,0.0911186,0.07627129,0.002490081,0.130535331,-0.058770719,0.218021983,0.128166812,0.055760163,0.273495821,0.175545244,0.139627842,0.076216742,0.106755516,0.025035683,0.096086265,0.08701158,0.063240597,0.150477302,0.215720623,0.065347791,-0.080879076,0.124143153,0.029921118,0.163044982,0.14631789,0.190986865,0.064143501,0.35404012,0.174588559,0.086004119,1,0.190986865,0.020191887,0.083642877,0.09332445,0.060212648,0.12772484,0.151171068,0.061121829,0.130203193,0.042686661,0.122753395,0.092010793,0.046611373,0.139492152,-0.046356447,0.096854223,0.069674972,0.103673685,0.045252857,0.084342863,0.171453821,0.078825876,0.006330475,0.006653682,0.109681878,-0.005085504,0.236542562,-0.00647851,0.11343364,0.099404226,0.165536229,0.132489899,0.158596766,0.133344115,-0.041832567,-0.006813652,0.025968954,0.138361871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_grading_mastery,-0.144996651,0.060589551,0.135146141,0.024691381,0.32735733,0.196135693,0.142392182,0.096297509,0.137926285,0.030357317,0.09613714,0.247207991,0.096434766,0.080586081,0.127870865,0.268230511,0.065370883,0.033205509,0.07479288,0.446480218,0.387234864,0.091332921,0.173310856,0.178812043,0.130813902,-0.05298217,0.038632989,0.133768061,0.148980809,0.100419082,0.014913658,0.038843579,0.129630836,0.179526362,0.099550229,0.190986865,1,-0.062961311,0.167968622,0.050652572,0.02114375,0.204962356,0.159356466,0.1907755,0.00783335,0.134233632,0.092630249,0.17666103,0.144096034,0.356062719,-0.111613691,0.17825829,0.078736475,0.265871873,0.092930871,0.117524334,0.185579329,0.134238586,0.076297169,0.259722294,0.142228529,0.105026737,0.055776708,0.178544671,0.24691849,0.272587136,0.128741368,0.190019005,0.109531838,0.223593928,-0.034473891,0.20973653,0.080586081,0.096297509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_heritage_language,0.060911043,0.047316991,-0.00358385,0.060698069,-0.027179643,0.083672183,0.021603852,0.122644221,-0.022906503,0.245710733,0.11411971,-0.164509367,0.054647253,-0.030775386,0.172173195,0.012007198,0.052457116,0.057278634,0.075469836,-0.0744476,-0.052691061,0.082895447,0.076719376,-0.102054831,0.085256991,0.187956831,0.062959506,0.040724891,-0.017194095,-0.00041561,0.033596464,0.015941688,-0.02537748,0.018550577,-0.026344981,0.020191887,-0.062961311,1,0.110283507,0.039384375,-0.065058543,-0.032218471,-0.030193216,-0.088261748,-0.098360626,0.112466834,0.027693985,-0.039264351,0.032019999,-0.087195553,-0.038426779,-0.021507409,-0.057266607,0.046109407,0.011782847,0.072568965,0.077005868,-0.011601689,0.039979634,-0.021629462,0.048639383,0.065972054,-0.043309532,-0.021228502,0.037854925,0.0009243,-0.099965176,0.071348813,0.101008288,0.05480733,0.402389577,-0.035239112,0.097968314,-0.036362491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_hiring_equity,-0.100658836,0.107463937,0.093722444,0.222321487,0.181706126,0.248051432,0.232148009,0.454996592,0.017115726,0.159205977,0.033065939,0.127866256,0.121015857,0.000865474,0.086014601,0.149613769,0.03016224,0.102496372,0.15632252,0.04925416,0.038364582,0.444370191,0.338334757,0.061616537,0.23478751,0.11532605,0.063596762,0.160256497,0.096955446,0.085088036,0.067706734,0.037284961,0.005306799,-0.005522731,0.071708901,0.083642877,0.167968622,0.110283507,1,-0.018852408,-0.012163516,0.200795099,0.078536237,0.032096559,-0.104264554,0.156322468,0.147327164,0.048440996,0.019646745,0.047807296,0.051401738,0.141167281,0.093658211,0.131417999,0.231185009,0.143723665,0.098432532,0.334811471,0.11532214,0.143888631,0.029844023,0.393003871,0.104134268,0.147149225,0.121705941,0.149173826,0.09176236,0.135619438,0.068249639,0.170400148,0.128075416,0.248057204,0.017575789,0.157804948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_industry_credentials,-0.004216595,0.227937094,0.073227623,-0.037848423,0.01846378,0.231996795,0.029848261,-0.012810992,0.038780486,0.059296125,0.479628125,0.058977852,-0.059751122,0.175823554,0.502345152,0.108546365,0.172488676,0.366786171,-0.060604276,0.151369526,0.152011255,-0.059490193,0.004361047,0.117589434,-0.023270299,-0.023892581,0.425815436,0.182202812,0.151513924,0.07288778,0.265231399,0.038780486,0.100749062,0.177727275,0.096416231,0.09332445,0.050652572,0.039384375,-0.018852408,1,0.318493391,0.101822602,-0.022506459,0.24390103,0.124737761,0.007127952,0.027821219,0.03098347,0.23210577,0.059133098,0.035665065,0.167022865,0.012501522,0.240150425,-0.002014218,0.129127873,0.17494121,-0.122465695,-0.07671138,-0.107669663,0.143465623,-0.080550343,-0.112714056,-0.065498498,0.132083842,0.009756777,0.11086435,0.203452728,0.217040763,0.118555176,-0.048293405,-0.013290061,0.068534141,0.004856914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_industry_leaders,-0.083004249,0.164583601,0.178612662,0.044708222,0.011912774,0.114669091,0.044833454,0.014532945,0.122497736,0.022226497,0.286066123,0.075024462,0.166814729,0.09036655,0.220916623,0.316625669,0.464878782,0.223861586,0.102114492,0.167435784,0.178040828,0.000939989,0.122742523,0.202437821,0.03361182,-0.01541542,0.239183115,0.083312906,0.140728009,0.034562589,0.205737882,0.206049181,0.112570767,0.184698146,0.188776936,0.060212648,0.02114375,-0.065058543,-0.012163516,0.318493391,1,0.136976334,0.162940864,0.145872075,0.151944755,0.127400212,0.131725199,0.079866339,0.047271613,0.134327429,0.104359703,0.121887141,0.167300352,0.130469159,0.091897979,0.128971289,0.090005708,0.048280997,0.122887837,0.060267742,0.183496879,0.027778297,-0.102354926,0.037322368,0.050701139,-0.02934531,0.12852573,0.119445031,0.247230535,0.30478335,-0.031158756,0.107137727,0.044218017,0.037331502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
