school_id,nominator_id,conf_status,school_name,school_city,school_state,school_district,school_within_school,nominator,nominator_reason,school_purpose,school_model,stage_n,implementation_years,blended_learning,competency_education,equity,experiential,staffing_infrastructure,learner_agency,maker,pbl,redefining_success,sel,udl,wraparound,station_rotation,flipped_classroom,lab_rotation,individual_rotation,flex,a_la_carte,enriched_virtual,opportunities_mastery,advancement_mastery,performance_assessment,grading_mastery,assessment_schedule,competency_framework,equity_plan,reallocation_resources,design_margins,restorative_practice,culturally_relevant,rigorous_coursework,elimination_tracking,graduation_supports,poverty_supports,immigrants_supports,ell_supports,flexible_staffing,flexible_facilities,flexible_schedule,real_time_data,quality_materials,oer,multi_age,devices_home,integrated_data,student_goals,student_pace,learning_paths,learner_profiles,student_conferences,student_data,projects_primary,student_projects,interdisciplinary,real_world,exhibitions,portfolios,career_prep,outside_credit,service_learning,local_focus,local_global,design_thinking,community_partnerships,makerspace,measures_college,measures_career,measures_deeper,measures_purpose,measures_sel,measures_climate,sel_plan,sel_curriculum,sel_integrated,circles,advisories,hiring_practices,relevant_learning,information_formats,ways_mastery,accommodations,data_instruction,adaptive_content,mentoring,mental_health,physical_health,community_support,open_hours,t1_confirmed_s,t2_confirmed_s,tag_evaluation_n,why_tag_evaluation_n,suggested_tags_n,tag_evaluation_s,why_tag_evaluation_s,nces_id,state_id,website,school_type,charter,magnet,no_grades,pk_grade,kg_grade,1_grade,2_grade,3_grade,4_grade,5_grade,6_grade,7_grade,8_grade,9_grade,10_grade,11_grade,12_grade,13_grade,ug_grade,ae_grade,low_grade,high_grade,level,CCD_student_count,native_count,native_percent,asian_count,asian_percent,hispanic_count,hispanic_percent,black_count,black_percent,white_count,white_percent,multiple_races_count,multiple_races_percent,hawaiian_native_count,hawaiian_native_percent,total_race_count,lunch_program,locale,locale_original,FRPL_count,FRPL_percent,direct_certification_count,direct_certification_percent,title_i_status,CRDC Total Enrollment,IDEA_percent,LEP_percent
82,62,Nominated,Garden City,Cranston,Rhode Island,Cranston Public Schools,Yes,Highlander Institute,"As Garden City begins their third year of blended and personalized learning journey the work is beginning to throughout the building, from grade level to grade level, and teacher to teacher. Teachers are taking on leadership roles within their schools and throughout the district supporting and showcasing the work by opening their doors internally and to external visitors throughout the district. Teachers take the time to share out best practices and strategies to others, whether it is through district gatherings or staff meetings. The building is in the early stages of implementing innovative practices with the use of maker spaces. ",,,Early stage (0-3 years),,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,440024000050,RI-07-07122,,Regular School,No,Not applicable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,290,0,0.00%,28,9.66%,48,16.55%,7,2.41%,192,66.21%,15,5.17%,0,0.00%,290,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",76,26.2%,,,Not a Title I school,347,19.6,4.6
86,103,Nominated,Goochland High School,Goochland,Virginia,Goochland County Public Schools,No,Anonymous,Goochland High School has embraced the integration of technology and work-life ready experiences for every student.  Their forward thinking and their drive for excellent and quality education for all students is remarkable.,,,Mature and going strong (more than 3 years),,,1,1,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,510165000686,VA-037-0370220,,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,826,0,0.00%,3,0.36%,54,6.54%,166,20.10%,572,69.25%,31,3.75%,0,0.00%,826,Yes participating without using any Provision or the CEO,Rural,"Rural, Distant",169,20.5%,,,Not a Title I school,894,11.6,0.8
87,137,Nominated,Green Valley Ranch,Denver,Colorado,STRIVE Prep,No,Educurious,"This network of school is going to scale with social justice focused project-based learning with all social studies teachers. The teachers at Green Valley Ranch are leading this effort. They have wrap around services for students. Data is showing strong academic gains, increased social and emotional learning indicators and decreased discipline referrals.",,,Early stage (0-3 years),,,,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Strong community engagement,,,080336006546,CO-0880-2181,http://dsstpublicschools.org,Regular School,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,453,1,0.22%,36,7.95%,261,57.62%,109,24.06%,26,5.74%,18,3.97%,2,0.44%,453,Yes participating without using any Provision or the CEO,Urban,"City, Large",348,76.8%,92,20.3%,Title I schoolwide school,458,7.0,38.9
92,81,Nominated,High Tech High,San Diego,California,High Tech High,No,National Center for Learning Disabilities,"Their project-based, student-driven approach and their capacity to capture long-term data for their students",,,Mature and going strong (more than 3 years),,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,063432008599,CA-3768338-3731247,http://www.hightechhigh.org/schools/hth,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,578,4,0.69%,36,6.23%,249,43.08%,41,7.09%,202,34.95%,43,7.44%,3,0.52%,578,No,Urban,"City, Large",210,36.3%,,,Title I targeted assistance school,580,13.8,3.3
96,57,Nominated,Holyoke High School,Holyoke,Massachusetts,Holyoke Public Schools,No,Anonymous,"Turnaround high school - a rare example of high school turnaround that went through a ""blank slate"" process to reimagine the high school model, rather than tinkering. Model includes thematic pathways that are intended to be an engagement hook to prepare all students for college and career opportunities. Deep and growing partnerships with several area colleges, emphasis on learning outside the school walls through internships, beginning to dismantle historic ""tracking"" systems. Workshop model instructional focus.",,,Early stage (0-3 years),,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Focus on ELLs and recognizing bilingual/biliterate students as an asset.,,,250627000900,MA-0137-01370505,,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,9,12,High,1285,–,,13,1.01%,927,72.14%,34,2.65%,292,22.72%,18,1.40%,1,0.08%,1285,Yes under Community Eligibility Option (CEO),Suburban,"Suburban, Large",,0.0%,797,62.0%,Title I schoolwide school,1277,11.4,13.5
99,65,Nominated,IDEA Toros College Preparatory,Edinburg,Texas,IDEA Public Schools,No,Anonymous,Network known for consistency and excellence; blended learning program; use of sports to build school culture and comprehensively develop students,,,Early stage (0-3 years),,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,480021113514,TX-108807-108807018,,Regular School,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6,12,"Middle, High",53,0,0.00%,0,0.00%,53,100.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,53,Missing,Urban,"City, Small",46,86.8%,,,Not a Title I school,,,
107,50,Nominated,Ketcham,Washington,District of Columbia,D.C.,No,Anonymous,Could use this link: https://www.ketchamelementary.org/apps/pages/index.jsp?uREC_ID=929663&type=u  Intentional focus on growth mindset and supportive vs punitive environment,,,Early stage (0-3 years),,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,110003000176,DC-001-257,http://www.dcps.dc.gov,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,309,–,,–,,7,2.27%,296,95.79%,–,,5,1.62%,1,0.32%,309,No,Urban,"City, Large",,0.0%,264,85.4%,Title I schoolwide school,310,7.4,1.6
109,57,Nominated,KIPP Academy Lynn Collegiate,Lynn,Massachusetts,KIPP,No,Anonymous,On a journey to reimagine the high school experience - moving away from their more traditional models of instruction and culture. Thoughtful approaches to supporting students to and through college.,,,Early stage (0-3 years),,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Rigorous and relevant curriculum,,,250008201845,MA-0429-04290010,http://www.kippma.org,Regular School,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,"Elementary, Middle, High",1196,2,0.17%,27,2.26%,784,65.55%,274,22.91%,74,6.19%,35,2.93%,0,0.00%,1196,Yes under Community Eligibility Option (CEO),Suburban,"Suburban, Large",,0.0%,575,48.1%,Title I schoolwide school,1088,11.8,23.0
113,73,Nominated,Lexington 4 Early Childhood Center,Swansea,South Carolina,Lexington School District Four,No,South Carolina Department of Education - Office of Personalized Learning,The Early Childhood Center in Lexington 4 serves a critical need: a high quality whole child learning environment open and available to all pre-school age children in the community.  The Early Childhood Center uses Montessori to ensure a developmentally appropriate approach.  They also partner with parents and the community to provide a comprehensive approach to a whole child education.  Parents and teachers work together in a variety of ways and through a variety of specific structures the school has developed to ensure the experience is personalized for students and their families.  The Early Childhood Center is a focal point of the community and the district has been forward thinking in finding ways to invest so that the opportunity is available to every single student in the community between the ages of 3 and 5.  Teachers nurture student voice and the independence of these young learners is amazing to see in person.,,,Mature and going strong (more than 3 years),,,1,1,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,450279001548,SC-3204-800,,Regular School,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,616,2,0.32%,4,0.65%,102,16.56%,127,20.62%,328,53.25%,52,8.44%,1,0.16%,616,Yes under Community Eligibility Option (CEO),Rural,"Rural, Fringe",616,100.0%,401,65.1%,Title I schoolwide eligible-Title I targeted assistance program,627,11.3,8.8
114,101,Nominated,Liberty Elementary School,Baltimore,Maryland,Baltimore City Public Schools,No,Anonymous,"90/90/90 neighborhood school. 90% minority, 90% FRL and 90% achievement. ",,,Mature and going strong (more than 3 years),,1,,1,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,community school,,,240009000270,MD-30-300064,http://www.baltimorecityschools.org/64,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,453,–,,–,,7,1.55%,444,98.01%,2,0.44%,–,,–,,453,Yes under Community Eligibility Option (CEO),Urban,"City, Large",453,100.0%,286,63.1%,Title I schoolwide school,465,13.3,0.0
115,126,Nominated,Lincoln Middle School,Berwyn,Illinois,none provided,No,Illinois State Board of Education,"In the fall of 2012, Berwyn North School District 98 schools were the lowest-performing schools among all those that fed into Morton West High School. District leaders set out to transform teaching and learning through culturally responsive practices to better engage their students, of whom 30 percent are English Learners and 90 percent are students of color. Berwyn North's Lincoln Middle School is now in the top 10 percent of all Illinois schools.       Berwyn North conducted both internal and external audits with all administrative, teaching, and support staff and with Berwyn families and community leaders to better understand their formative contexts and identify needs. The resulting professional development focused on five inclusive behaviors and how to integrate these behaviors into the classroom, including: how to give and receive feedback, how to be an advocate, how to make mutual contact, ways to value difference, and how to recognize underrepresentation. The entire staff participated in a book study of Zaretta Hammond's Culturally Responsive Teaching and the Brain.      The district developed a new, culturally responsive curriculum for all students through a teacher-driven process of deep alignment and shared assessments. Culturally responsive curriculum development means not only focusing on what is being taught, but how it is being taught to diverse learners, along with a deep analysis of why. Teams working on the curriculum included teachers and staff from every program, representing all student groups for equitable instruction. The district began working on a microcredential program in cultural responsiveness to track progress.    Page Break    Berwyn North developed a dual language program aligned to integrated English and Spanish language arts standards. Every student in Berwyn learns to read and write in one bilingual setting with all components presented in Spanish and English, with accommodations for special education students. ",,,Mature and going strong (more than 3 years),,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,170606000288,IL-06-016-0980-02-0601609801004,,Regular School,No,Not reported,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,1025,2,0.20%,26,2.54%,853,83.22%,104,10.15%,38,3.71%,2,0.20%,–,,1025,Not reported,Suburban,"Suburban, Large",911,88.9%,,,Not reported,1052,3.6,9.5
121,126,Nominated,Manual Academy,Peoria,Illinois,none provided,No,Illinois State Board of Education,"Visitors walking around Manual Academy's campus on the south end of Peoria School District 150 may see a few identical, carefully built wooden Adirondack chairs. These chairs are the proud handiwork of Manual Academy students and one example of the school project- and competency-based approach to education. Peoria School District 150 is part of Illinois' competency-based education pilot program. Manual Academy teachers and leaders have found that competency-based education allows students to take greater advantage of partnerships and opportunities with local businesses.       Global manufacturing giant Caterpillar is headquartered in Peoria and is one of the region's largest employers. Formerly a technical high school, Manual Academy partners with Caterpillar to prepare students for careers in manufacturing technologies. Caterpillar provides donated supplies, volunteer mentorships, a welding camp, and a $300,000 grant to support a full manufacturing curriculum co-taught at Manual Academy and Peoria's Caterpillar plant. Competency-based education also paved the way for innovative programs like Fuse Studio, a hands-on engineering lab where students choose their own projects.      Students in the Caterpillar Hiring Innovation Program learn academic concepts through hands-on experiences from painting to assembly and the most popular applied skill, welding. Students learning welding are positioned to have the skills to achieve American Welding Society certification before graduation. Engineering and industrial technology teachers spend one day a week with students and mentors at Caterpillar to supervise and track student learning goals. They track student communication and collaboration alongside trade skill milestones. The curriculum concludes with a direct pathway to real manufacturing jobs with Caterpillar upon completion. Other students go on to college with increased social-emotional skills, confidence, and direction.  ",,,Mature and going strong (more than 3 years),,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,173123003274,IL-48-072-1500-25-4807215000023,,Regular School,No,Not reported,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,High,843,2,0.24%,1,0.12%,139,16.49%,572,67.85%,84,9.96%,45,5.34%,–,,843,Not reported,Urban,"City, Midsize",718,85.2%,,,Not reported,680,17.9,5.4
123,90,Nominated,Maple Street Magnet School,Rochester,New Hampshire,Rochester School District,No,Anonymous,Multi-age classrooms; project-based learning; student co-design,,,Early stage (0-3 years),,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,330594000709,NH-461-85446146129080,http://rochesterschools.com/maple,Regular School,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,117,–,,–,,5,4.27%,3,2.56%,105,89.74%,4,3.42%,–,,117,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Small",42,35.9%,,,Not a Title I school,118,9.3,0.0
126,"130, 131",Nominated,Meridian Technical Charter High School,Meridian,Idaho,Joint School District No. 2,No,Idaho Mastery Education Network - Idaho Department of Education,"Meridian Technical Charter High School welcomes their students interests and strengths into their individual learning plans. This school offers a variety of college and career pathways and links all courses to these throughout a student's 9-12 grade learning experience. Students curate their learning through community and field experience, dual credits with universities and certifications. The Meridian Technical Charter High School, Inc. implements the innovations of today and tomorrow to provide a progressive educational experience for every student. They envision the lifelong application of learning, coupled with intelligent risk taking in an environment fostering leadership, achievement and diversity. MTCHS continuously challenges and encourages participation as a productive member of the local and global communities",,,Mature and going strong (more than 3 years),,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, 4",,"Certifications, CTE, Dual Credit",,,160210000759,ID-002-0257,,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,201,1,0.50%,4,1.99%,11,5.47%,4,1.99%,176,87.56%,5,2.49%,0,0.00%,201,No,Suburban,"Suburban, Large",21,10.4%,,,Not a Title I school,201,2.0,3.5
129,77,Nominated,Mineola Elementary,Mineola,Texas,Mineola ISD,No,Anonymous,The commitment to student-centered blended learning for all students!,,,Early stage (0-3 years),,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,483093003479,TX-250903-250903102,,Regular School,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,5,Elementary,342,3,0.88%,4,1.17%,121,35.38%,21,6.14%,181,52.92%,12,3.51%,0,0.00%,342,Missing,Rural,"Town, Distant",218,63.7%,,,Title I schoolwide school,373,7.0,13.1
138,133,Nominated,New Haven Academy,New Haven,Connecticut,New Haven Public Schools,No,Great Schools Partnership,"New Haven Academy is committed to having students engage in their communities, learning about and appreciating their community through tight connections.",,,Mature and going strong (more than 3 years),,,1,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,090279000547,CT-093-70,http://www.nhps.net,Regular School,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,288,–,,4,1.39%,63,21.88%,193,67.01%,22,7.64%,6,2.08%,–,,288,Yes under Community Eligibility Option (CEO),Urban,"City, Midsize",168,58.3%,,,Not a Title I school,255,10.2,2.7
146,66,Nominated,NYC iSchool,New York,New York,New York City Department of Education,No,"Mastery Collaborative, NYC Department of Education","The iSchool's instructional model has several underlying ideas:  Innovation: the need to constantly ask ""why?"" and ""what if?"" to avoid recreating the status quo; Individualization and Personalization: the focus on meeting the needs of each and every student;  Metacognitive Skill Development: the understanding that high school could no longer be about learning a defined set of concepts - that high school for the 21st century needed to emphasize the learning process and thinking skills.  In service of its core values of innovation, individualization and personalization, and metacognitive skill development, and with the reality of the system and the unique needs of adolescents in mind, the leaders developed a four-prong model:  1.     Challenge-based modules 2.     Online learning 3.     Advisory 4.     Core Experiences  Supporting these four instructional approaches are three important systems: student scheduling, individual student mastery tracking, and the school's Area of Focus program. In its entirety, this model allows the school to meet system and accountability requirements, to support students' developmental needs, to prepare students to get into and be successful in college, as well as to provide them with an important foundation for career achievement.  It is famously true that no two students at the iSchool end up with the same courses on their transcripts, because personalization is an active value, and students are encouraged to develop and follow their interests.  The iSchool's unique brand of mastery-based learning, project-based learning, and personalization is also underpinned by a belief that the most powerful way to work with young people is to give them lots of meaningful choices, and lots of responsibility. iSchool students are typically deep thinking, autonomous learners.",,,Mature and going strong (more than 3 years),,1,1,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Personalization Agency,,,360007706065,NY-310200010000-310200011376,http://www.nycischool.org,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,9,12,High,449,2,0.45%,34,7.57%,132,29.40%,83,18.49%,164,36.53%,33,7.35%,1,0.22%,449,Yes participating without using any Provision or the CEO,Urban,"City, Large",168,37.4%,,,Not a Title I school,,,
148,142,Nominated,Oasis High School,Aptos,California,Santa Cruz County Office of Education,No,Evergreen Education Group,Alternative education on a college campus,,,Mature and going strong (more than 3 years),,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,142,Nominated,Ocean Bay Middle School,Myrtle Beach,South Carolina,Horry County Schools,No,Evergreen Education Group,Student collaboration on real world problems,,,Not sure,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,450249001458,SC-2601-061,,Regular School,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,1232,2,0.16%,24,1.95%,122,9.90%,118,9.58%,889,72.16%,74,6.01%,3,0.24%,1232,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Midsize",493,40.0%,198,16.1%,Not a Title I school,1182,11.1,8.5
152,123,Nominated,Pangburn High School,Pangburn,Arkansas,Pangburn School District,No,Arkansas Office of Innovation for Education,"Very small, rural district with strong leadership support, K-12 system focus, Continually searching and learning to improve their model--including continued growth of distributed leadership. They provide students with choice in pace, path, place for learning and are exploring competency-based learning and other measures of student success.  Moved away from a traditional schedule, give students choice and opportunities to pursue career and college interests--including internships, personalized pathways, etc. They have been moving beyond digital curriculum and flexible schedule to support passion projects, etc.  Intentional work on student dispositions and social emotional learning. Use of technology supports learning as a tool for providing resources.  Nimble leadership and staff is responsive to challenges in implementing their design plans.  ",,,Mature and going strong (more than 3 years),,1,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"As a small rural school district, this school has had to modify a lot of what they have done traditionally and what they learn from other innovation schools to fit their rural context. So much of what they are doing is designing for this unique community design challenge to bring opportunity to students despite  small community and to establish new ways of thinking and reimagining what innovation looks like for their context and students. They are on a continuum of increasing inclusiveness for their learners. THey are thinking more about success beyond admission to college--more about life success and how to prepare their students for it. ",,,,051107000835,AR-7309000-7309039,http://pangburnschools.org,Regular School,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7,12,High,360,–,,–,,9,2.50%,4,1.11%,345,95.83%,1,0.28%,1,0.28%,360,Yes participating without using any Provision or the CEO,Rural,"Rural, Remote",115,31.9%,81,22.5%,Title I schoolwide school,380,7.6,1.1
155,114,Nominated,Pasodale Elementary School,El Paso,Texas,Ysleta ISD,No,Anonymous,none provided,,,Early stage (0-3 years),,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,484668005332,TX-071905-071905122,http://pasodale.yisd.net,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,688,1,0.15%,0,0.00%,678,98.55%,0,0.00%,8,1.16%,1,0.15%,0,0.00%,688,Missing,Urban,"City, Large",594,86.3%,,,Title I schoolwide school,656,10.4,49.5
157,59,Nominated,Piedmont High School,Piedmont,Oklahoma,Piedmont Public Schools,No,Oklahoma State Department of Education,"The Stop It! App provides students and the school community a way to anonymously report concerning behaviors or threats to officials via smart phone or computer.  In addition, school leaders can provide links to website/videos/public service announcements when trends are identified. ",,,Early stage (0-3 years),,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,School safety,,,402397001272,OK-09-I022-09-I022-705,http://www.piedmontschools.org/,Regular School,No,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,968,119,12.29%,37,3.82%,83,8.57%,44,4.55%,681,70.35%,4,0.41%,0,0.00%,968,Yes participating without using any Provision or the CEO,Rural,"Rural, Fringe",190,19.6%,110,11.4%,Not a Title I school,936,7.6,0.9
158,109,Nominated,Pinckney Community High School,Pinckney,Michigan,Pinckney Community Schools,Not sure,Anonymous,We think you would be may be interested in their Cyber Range - https://pinckneycti.org/,,,Early stage (0-3 years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,262814006385,MI-47080-03038,http://pchs.pinckneyschools.org,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,1234,2,0.16%,13,1.05%,28,2.27%,5,0.41%,1172,94.98%,13,1.05%,1,0.08%,1234,Yes participating without using any Provision or the CEO,Rural,"Rural, Fringe",141,11.4%,,,Title I targeted assistance eligible school-No program,1297,9.6,0.2
163,109,Nominated,Port Huron High School,Port Huron,Michigan,Port Huron Area School District,No,Anonymous,You might be interested in their Collaborative Partnership Model to online learning.,,,Early stage (0-3 years),,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,262883006475,MI-74010-03092,http://www.phasd.us,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,1365,16,1.17%,11,0.81%,101,7.40%,162,11.87%,1011,74.07%,62,4.54%,2,0.15%,1365,Yes under Community Eligibility Option (CEO),Suburban,"Suburban, Small",616,45.1%,,,Not a Title I school,1403,14.3,1.1
166,103,Nominated,Radford High School,Radford,Virginia,Radford City Public Schools,No,Anonymous,"Radford High School and the Radford City School System has a strong partnership with their local business.  Their work through the Partners for Excellence Foundation, INC. has become a strong resource for moving Radford's schools into a relevant, work-life ready experience for all students. ",,,Mature and going strong (more than 3 years),,,1,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,510318001345,VA-122-1220041,,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,514,0,0.00%,6,1.17%,18,3.50%,42,8.17%,412,80.16%,35,6.81%,1,0.19%,514,Yes participating without using any Provision or the CEO,Urban,"City, Small",185,36.0%,,,Not a Title I school,496,13.7,1.4
