"Value","Frequency","Variable"
"https://www.verdiecoschool.org/",1,"website"
"https://www.vistagrande.org/#",1,"website"
"https://www.whea.net/",1,"website"
"https://www.wilsonschoolsnc.net/Domain/12",1,"website"
"https://www.wmva.education/",1,"website"
"https://www.workshopschool.org/",1,"website"
"https://www.wsfcs.k12.nc.us/domain/9496",1,"website"
"https://www.yumaunion.org/Cibola",1,"website"
"https://www.yumaunion.org/sanluis",1,"website"
"https://www.yumingschool.org/",1,"website"
"johnpaulschoolmn.org",1,"website"
"kairosacademies.org",1,"website"
"Sicangu.co",1,"website"
"www.btvcityandlake.org",1,"website"
"www.cart.org",1,"website"
"www.cityofbridgeshighschool.org",1,"website"
"www.davincischools.org",1,"website"
"www.embarkeducation.org",1,"website"
"www.idreampcs.org",1,"website"
"Www.Iowa big.org",1,"website"
"www.jasper.k12.ar.us",1,"website"
"www.juabhs.org",1,"website"
"www.malamahonuapcs.org",1,"website"
"www.newlegacycharter.org",1,"website"
"www.wavewashtenaw.org",1,"website"
"Independent (private) school",39,"school_type"
"Public charter school",70,"school_type"
"Public district school",80,"school_type"
"0",186,"school_desc_homeschool"
"1",3,"school_desc_homeschool"
"0",163,"school_desc_hybrid"
"1",26,"school_desc_hybrid"
"0",147,"school_desc_micro"
"1",42,"school_desc_micro"
"0",178,"school_desc_part_time"
"1",11,"school_desc_part_time"
"0",153,"school_desc_sws"
"1",36,"school_desc_sws"
"0",173,"school_desc_virtual"
"1",16,"school_desc_virtual"
"0",78,"school_desc_other"
"1",111,"school_desc_other"
"A highly inclusive dual-language school that that leverages American Sign Language to unite the deaf and hearing worlds.",1,"school_desc_other_text"
"A licensed Early Learning Center is also part of the high school to support our majority teen parent population.  The high school curriculum has a focus on Real World Learning (RWL).",1,"school_desc_other_text"
"A Pathway of a comprehensive high school",1,"school_desc_other_text"
"A shared program between school districts. Students attend BIG for 1/2 their day and their traditional high school the other 1/2.",1,"school_desc_other_text"
"Agriculture Career Tech Pathway",1,"school_desc_other_text"
"Alternative High School",1,"school_desc_other_text"
"Alternative School, Public Charter",1,"school_desc_other_text"
"At-Risk Alternative for 9-12",1,"school_desc_other_text"
"Boston Day and Evening Academy (BDEA) is an alternative, in-district, Boston Public Schools (BPS) high school located in Roxbury, MA. We have two additional programs, one designed around the needs of Black and Brown young men and one for students who need a hybrid education experience.",1,"school_desc_other_text"
"Brick and mortar public charter school",1,"school_desc_other_text"
"Career and Technical Education",1,"school_desc_other_text"
"Catholic",1,"school_desc_other_text"
"CBO School - School within a community nonprofit organization.",1,"school_desc_other_text"
"Charter school also operating as a neighborhood turnaround school",1,"school_desc_other_text"
"Choice high school for students in the Issaquah School District",1,"school_desc_other_text"
"Collaboration between Community-based organization (nonprofit) and the local public school system",1,"school_desc_other_text"
"Competency based learning environment (promotes student centered, flexible and personalized learning experiences that focus on mastery of essential competencies)",1,"school_desc_other_text"
"Contracted Alterative School",1,"school_desc_other_text"
"Cooperative Innovative High School",1,"school_desc_other_text"
"District consortium program",1,"school_desc_other_text"
"Early College",1,"school_desc_other_text"
"Early College Academy (high school on a college campus)",1,"school_desc_other_text"
"Full Service Elementary School",1,"school_desc_other_text"
"Full time, in person, public charter school with flexibility afforded to all students when they participate in internships and college courses.",1,"school_desc_other_text"
"Full time, in-person school",1,"school_desc_other_text"
"Full time, in-person, brick and mortar school",1,"school_desc_other_text"
"Good old fashioned in-person school.",1,"school_desc_other_text"
"Half-Day CTE Program",1,"school_desc_other_text"
"Hawaiian Focus Charter School",1,"school_desc_other_text"
"Holistic School",1,"school_desc_other_text"
"I'm not sure if we would be considered a micro school. We currently serve 66 students grades 5-12 and will grow to 100-140 students. We're an independent private school who serves students who learn differently. We follow a Mastery-based learning model which includes differentiated instruction.",1,"school_desc_other_text"
"In-person school with novel programming.",1,"school_desc_other_text"
"Independent Charter School",1,"school_desc_other_text"
"Independent PK-12, Experiential",1,"school_desc_other_text"
"Independent public charter school (6-12 on one campus)",1,"school_desc_other_text"
"Independent School",1,"school_desc_other_text"
"Individual charter school",1,"school_desc_other_text"
"Innovation Academy is a PreK-5 STEM Focused Open Enrollment Public School",1,"school_desc_other_text"
"Innovation Management Organization",1,"school_desc_other_text"
"Innovation School",1,"school_desc_other_text"
"Lab School",1,"school_desc_other_text"
"Laboratory School",1,"school_desc_other_text"
"Magnet School with themes in Arts and Communications & Science and Technology",1,"school_desc_other_text"
"Montessori School",1,"school_desc_other_text"
"Non-profit 501c3",1,"school_desc_other_text"
"Norris is the smallest public school district in the state enrolling approximately 100 learners.",1,"school_desc_other_text"
"Opportunity Academy (OA) is an umbrella, more-so than a school. Comprised of three campuses, and virtually limitless options, and school day structures, OA makes up all of the alternative pathways for students in Holyoke Public Schools' high schools, including dual enrollment, hybrid options, person",1,"school_desc_other_text"
"personalized learning, agency-focused school",1,"school_desc_other_text"
"Personalized Learning, Flexible Grouping for Reading & Math",1,"school_desc_other_text"
"Pk-8 private, Catholic School",1,"school_desc_other_text"
"Public Charter High School",1,"school_desc_other_text"
"Public Charter School that works in collaboration with the larger district (i.e. - our students academic scores and attendance also count for the district)",1,"school_desc_other_text"
"Public high school",1,"school_desc_other_text"
"Public Montessori",1,"school_desc_other_text"
"public school",1,"school_desc_other_text"
"Public School that serves deaf, blind, and deafblind students from 0 - 22",1,"school_desc_other_text"
"Public, classroom-based charter school",1,"school_desc_other_text"
"PXU Specialty High School",1,"school_desc_other_text"
"Recovery High School",1,"school_desc_other_text"
"Regional Magnet Program",1,"school_desc_other_text"
"Regular school: Mon-Fri, full time, in-person",1,"school_desc_other_text"
"School includes Dual Enrollment with local community college partners and regular work-based learning in the community and with local industry partners.",1,"school_desc_other_text"
"Single gender public school",1,"school_desc_other_text"
"Single school district and single school pre-k to 12.",1,"school_desc_other_text"
"Small public charter school in a rural community.",1,"school_desc_other_text"
"Small school in a campus",1,"school_desc_other_text"
"Specialized in serving needs of child welfare involved youth and families.",1,"school_desc_other_text"
"Stand alone public high school. We share a building but we are a separate school.",1,"school_desc_other_text"
"STEM school",1,"school_desc_other_text"
"Student-driven, competency-based independent high school",1,"school_desc_other_text"
"Traditional Comprehensive Public High School",1,"school_desc_other_text"
"traditional comprehensive school",1,"school_desc_other_text"
"Traditional High School",1,"school_desc_other_text"
"Wakanyeja Ki TOokeyachi is a Tribal Community based school owned and operated by the Rosebud Sioux Tribe's SicanguCo.",1,"school_desc_other_text"
"We also have the Institute for Self Directed Learning www.selfdirect.school",1,"school_desc_other_text"
"We are a classroom based charter school, university professional development school, and a national model ofr research-based best practices in inclusive education.",1,"school_desc_other_text"
"We are a contract school partnered with University of Memphis and Memphis Shelby County Schools that is a lab, Dual Enrollment school.",1,"school_desc_other_text"
"We are a grades 5-12 school. Beginning as early as 9th grade, students may attend university and/or college classes at those institutions and/or complete off-site internships. By 11th grade, most students (~75%) are fully off-site, in partnership with business and postsecondary institutions.",1,"school_desc_other_text"
"We are a K-5 charter school that students attend in person for their instruction.",1,"school_desc_other_text"
"We are a part of the EL Education Network of Schools.",1,"school_desc_other_text"
"We are a private school that is working with our district office to transition to a """"school within a school"""" model where we are allowed to do things outside of the box.",1,"school_desc_other_text"
"We are a small progressive project based school",1,"school_desc_other_text"
"We are a tuition-free, public Kindergarten-8th grade South DeKalb charter school enrolling grades K-4 in 2024 (adding a grade each year).  Together with hundreds of families and community members, we have designed a school that empowers students to be leaders in any field they choose.",1,"school_desc_other_text"
"We are an in-district charter.",1,"school_desc_other_text"
"We are an independent public school that is privately managed and led through a nonprofit organization structure.",1,"school_desc_other_text"
"We are an Opportunity Culture School (a school that utilizes Advanced Teaching Roles)",1,"school_desc_other_text"
"We are small (180 students) but perhaps not small enough to be a micro-school",1,"school_desc_other_text"
"We have a Multiple Pathways program that provides an alternative way for students to move towards graduation.  This is available to students in grades 10-12.  We have our district's 8th graders housed in our building.  We have the Noble FLEX, which provides a predominantly online experience for stud",1,"school_desc_other_text"
"We're a full time school.",1,"school_desc_other_text"
"year-round charter school",1,"school_desc_other_text"
"Multiple",33,"school_locale"
"Rural",39,"school_locale"
"Suburban",16,"school_locale"
"Urban",98,"school_locale"
"0",63,"locale_urban"
"1",126,"locale_urban"
"0",140,"locale_suburban"
"1",49,"locale_suburban"
"0",132,"locale_rural"
"1",57,"locale_rural"
"0",156,"locale_multiple"
"1",33,"locale_multiple"
"0",178,"locale_other"
"1",11,"locale_other"
"""""""""Urban"""""""" Honolulu doesn't really align with what """"""""urban"""""""" means in other districts, but it's the best matching description.",1,"locale_other_text"
"13% of students self-identify as """"two or more races"""" and 7% of students self-identify as """"chose not to respond"""" but that isn't an option so we put them both in """"two or more races.""""",1,"locale_other_text"
"99% Underserved, marginalized families",1,"locale_other_text"
"Boise is listed as one of, if not the most, isolated """"city"""" in the US, as it is anywhere from 5-8 hours to a large metropolitan area such as Salt Lake, Portland, or Seattle. For many of our students, their lived experienced is more close to an overall suburban or rural experience versus a large """"city"""".",1,"locale_other_text"
"Our students can reside anywhere in Minnesota.",1,"locale_other_text"
"Our students travel from over 110 zip codes to go to our school.",1,"locale_other_text"
"Reservation",1,"locale_other_text"
"We are an Open Enrollment School we do not have attendance boundaries. We serve Tucson, Marana, Oro Valley, Catalina",1,"locale_other_text"
"We are urban for Maine. Lewiston is a district of roughly 5500 students, and it operates the largest high school in the State of Maine. However, the city of Lewiston is only 35,000 people.",1,"locale_other_text"
"We have a mix of all of these. As a boarding school, we draw students from all over the country and the world. Our school is in a suburban area, but several of our students come form urban and rural areas.",1,"locale_other_text"
"We have students form across south east Michigan and a distant county.",1,"locale_other_text"
"- Honoring Identities: Our school honors students' identities and creates the predictable, safe learning environment students need to grow into their leadership. - Exceptional Teaching: We honor our teachers as professionals with high-quality teaching materials and significant time for collaborative planning and learning from each other. - Collaborative Partnerships: We treat our families and community as the valuable experts they are, and strengthen our school through early, frequent, and thorough partnerships. - Building Leadership: Through goal setting, reflection, and intentional skill development, teachers and students engage in the skills we need to collaborate and lead. - Rigor & Relevance: Our students have rich, complex experiences in humanities, math, and science to empower them to be critical thinkers and creative problem solvers. - Real-world Projects: Our teachers partner with community experts to create real-world learning. The same experts coach teams of students and are in the audience to celebrate students' work at the end of each semester.",1,"student_experience"
"- Joyful and rigorous  - QUEST inquiry model for project based learning  - Daily opportunities for community, connection, self-affirmation - Relevant and rigorous curriculum",1,"student_experience"
"-Land based Teaching -Revitalizing Ojibwe cultural and language -Creating a school environment that is based in the Ojibwe Seven Grandfather Teachings  -Mission Providing transformative education, grounded in indigenous life-ways and a love of learning.  -Vision Inspiring a sense of place and direction within the circle of life, from which students discover strength, purpose and vision.   Center School will exemplify excellence in indigenous education.",1,"student_experience"
"* Inclusive, caring, supportive * Engaging, relevant * Connect to local and global social & environmental justice issues",1,"student_experience"
"* Small classes * Relationship Driven * Hands-on Project Learning * Real World Connections & Internships * Self-paced, Flexible Scheduling",1,"student_experience"
"•	Student-centered teaching and learning •	College-ready academic programs with honors courses for all students •	CTE Software Development and Computer Networking and Cybersecurity programs for all students •	Inquiry and project-based learning, highlighting art and design, creativity and student choice •	Interdisciplinary projects that integrate content from all courses at each grade level •	Gifted and NBCT instructional practices for all students •	Dual enrollment college credit student opportunities •	Partner with Phoenix Business Chamber’s ElevateED AZ for student internships and career prep •	Partner with Kudelski Security for student apprenticeship program •	Student driven clubs, sports, and other extra-curricular activities",1,"student_experience"
"1.  Outdoor Education for Mental Health Wellness 2. Career Tech Pathway for Technical Skill Attainment and Work-Based Learning Experiences 3. Interactive Language Learning Laboratory 4. Premier Leadership Development 5. Culturally Responsive Practices 6. Social, Environmental, and Financial Justice 7. Social-Emotional Learning Strength-Based Approach 8. Experiential Learning 9. Cross-Curricular Planning and Instruction 10. Engagement of Community Partners",1,"student_experience"
"5280 High School is a safe place where students feel like they belong, are free to simply be themselves, and learn to live a substance-free lifestyle.  Curriculum is project-based learning, and students are encouraged to pursue individual passions, apply learning to real-world applications, and create high-quality work for a public audience.",1,"student_experience"
"A Culture of Learner Agency.  At Cibola High School, teachers are empowered to design learning opportunities and experiences that impact the “whole student.” Instruction is aligned to the standards with equitable assessment and grading practices.  Teachers are given autonomy and highly encouraged to take risks, learn from each other, and share instructional strategies that support learner-centered practices.    Flexible learning environments encourage our students to have a voice in the learning process, collaborate with peers, and own their learning by choosing the learning resources, asking questions, managing progress, and determining whether or not they’ve mastered the standards.    At Cibola High School, students have become active participants in supporting the implementation of our Portrait of a Graduate by breaking down the key attributes and competencies in student-led staff development workshops.  Furthermore, students often play critical roles in providing community tours of our school, showcasing the various ways in which staff and students work together to prepare all students for life after high school.",1,"student_experience"
"A desire to define and measure student success more equitably is the main factor driving the creation of our new model. In the past, Joy’s lens on student outcomes was traditional– it measured all young people by the same standard and relied on state test scores as the main success indicator. These are hallmarks of the industrial model: the mainstream model for education seen in a large majority of schools across the country, which prioritizes obedience and conformity. This model is drastically misaligned to the skills and qualities needed for modern-day careers, and widespread data reveals that the industrial model is reinforcing and compounding the socioeconomic and racial inequities it was founded on. Our Board and leadership chose not to move forward with Joy’s previous model, due to our belief that the industrial model, in any form, is incapable of producing equity. Given how fundamentally incompatible the industrial model is with our vision, we have opted to build an entirely new model from the ground up that centers equity, liberation, and an expanded definition of success.  Our redesign team’s first mission was to develop a Portrait of a Learner: an agreed upon set of school-level aspirations for what every young person will know and be able to do by the time they leave Joy. It defines the aims that young people will work towards: Agile, Critically Conscious, Creative, and Collaborative. Developing the Portrait provided an anchor to frame conversations with the Joy community about our collective aspirations for the young people we work with, and to challenge the beliefs that have been held implicitly in Joy’s past ways of operating. Each of our aims is designed with real-world authenticity in mind, so they’re deliberately interdisciplinary, and intentionally combine traditionally academic and non-academic skills. We’ve begun developing sets of indicators that identify the sub-skills within each aim and quantify levels of achievement. In the future, we plan to create robust toolkits for each aim that contain a holistic picture of what it looks like to support young people in developing the aim. In addition to indicators, these toolkits will have guidance for adults as to how to set the conditions for young people to develop and practice the aims. They will also explain the connection between the design decisions in Joy’s new model and the aims themselves, illustrating why we have chosen to allocate time in the way that we have, and how our various practices are aligned to the Portrait.  It’s clear that given the scope and content of our Portrait, our model overall will need to look at learning very differently. We believe the best way to grant young people “at-bats” with the aims is to structure learning in an inquiry-based format, where projects are based in real-world design challenges. We believe that this approach to learning positions skills in their authentic context, and puts young people in the driver's seat: two conditions that we view as essential for achieving the aims in our Portrait. We’re particularly interested in exploring inquiry-based learning with a design thinking lens, because we see a lot of philosophical alignment with our beliefs about the purpose of education. Given that we believe education has both a personal and a larger civic purpose, we’re interested in incorporating design thinking as a process that helps young people grow their sense of agency and explore their place as citizens in a democratic society.  We are also interested in mixed-age groupings because we believe strongly in personalizing learning for each young person while also nurturing relationships across ages and levels of experience. We’d like to design a learning experience driven by individualized goals and pathways, and move outside of the efficiency-based tradition for same-age groupings. Similarly, we’re inspired by school models that prioritize wide exploration of the arts and other activities typically viewed as extracurricular, and intrigued by the benefits that this could provide for individual growth and identity-development. We’d like to implement a cohort model with mixed ages, with a focus on developing a strong sense of community. We’re interested in integrating our cohort model fully into the “regular” learning structure, so that young people are positioned to access learning opportunities from a place of psychological safety.  As we do this work, we intend to stand up an incubator for education innovation here in Durham, where educators across the state and beyond come to learn about what could be possible. We believe that there’s a unique opportunity at Joy, given the high level of support from the Board and leadership, and given the existing talent. In our experience, these conditions are rare and special.",1,"student_experience"
"A Porter’s education focuses on developing skills necessary for students to be successful in college and beyond. We educate students for awareness and understanding and galvanize girls for global impact. We develop our students’ initiative, independence and habits of mind to prepare them for their individual life paths. We prepare our graduates to shape a changing world.   Miss Porter’s School prepares students for the future to come, not the world that was. This commitment allows us to re-envision the way our faculty teach, the way our students demonstrate their learning, and the way we access, record and represent their educational outcomes. We practice competency-based mastery learning – the transfer of knowledge and skills to a real-world context.  With more than 100 course offerings in arts, humanities, languages, math, sciences and social sciences, students experience a wealth of opportunity during their academic journeys. With an average class size of 12, their intellectual curiosity is encouraged and empowered.  Miss Porter’s School practices competency-based mastery learning which shifts student focus from grades to growth. Competency-based feedback is given for all courses. Rather than exams, we have Demonstrations of Learning — student-shared learning through projects, presentations, performances, and more. The value of competency-based assessment lies in: Greater transparency. More specific and useful information about student progress. Development of intrinsic motivation and a growth mindset. Enhanced consistency, fairness and equity.",1,"student_experience"
"A School Without Walls is centered around the intellectual and creative growth, joy, and empowerment of the students.   Our students grow into their full selves as problem solvers, critical thinkers, and lifelong learners through project based learning, inquiry,  research, and debate of global issues, public and private internships and service, and civic engagement all while building solidarity in our school community and beyond.  At A School Without Walls, we believe that students’ voice and agency is key to their learning process and success.  As a team, we will keep this core belief at the center of our work.   To ensure that all children reach their academic and future personal goals, we will hold ourselves to high standards of student outcomes and student care by looking at data points along the way during the year to assess how our students are doing.    Curricularly, we are flipping the model of “what is core” and “what is elective.” Passion projects, which center the interests and experiences of our young people are primary and core and our students’ core content credits are baked into passion projects and stand-alone math and science classes.  Our Competency Based, narrative progress reports and mastery transcript student profiles enable us to implement a system for performance assessment that responds to student learner needs.  Through our project based, real world curriculum and programmatic structure, we are ensuring that our students are equipped to display academic and SEL competency, through community-based, place-based classrooms.    As we grow and develop in the coming years, we see our students as leaders in our school and local communities, functioning as agents of change with the knowledge and skills they have developed in the classroom and through their relationships with NYC business and non-profit industries.  We believe: if given the opportunity to study something in depth that they truly care about, young people will empower themselves to explore their passions, transform communities, and create a more beautiful world.",1,"student_experience"
"A space that nurtures unique identity development, creates space for deep reflexivity through thought-provoking project discoveries, and cultivates the individualized strengths of learners resulting in a culture of rich collaboration without unnecessary competition.",1,"student_experience"
"A'ohe pau ka 'ike i ka halau ho'okahi. All knowledge is not learned in one house/school. Our students learn within four walls but more importantly the classroom extends into our community. They read, research, and write, but more importantly they listen to elders and engage in restorative practices that perpetuate Native Hawaiian cultural and positively impact our earth.",1,"student_experience"
"AAI strives to develop an innovative mindset in our faculty, staff, and students through embracing change, facing failures, thinking “big picture,” exploring creativity, challenging potential, and courageously innovating. The vision of the American Academy of Innovation is to empower the mind to improve the world.  We know, through mountains of research, that individuals thrive when learning and work become individual and deeply personal. Personalized growth and learning occur most frequently when we make meaningful cognitive connections that inspire our own journeys. We strive to make those connections through these guiding principles which include Individualization, Competency-Based Learning, Project-Based Learning and Experiential Learning.",1,"student_experience"
"ACE is an innovative, competency-based program at Brookline High School for 55 students who choose to be in a smaller educational setting where they can move at their own pace and engage in project- based and experiential learning. ACE provides a rigorous college-preparation pathway in which students are placed in multi-age, honors-levelled classes based on their skill levels and graduate with a Brookline High School diploma when they complete their content and skill competencies. Because the students are in small classes, they benefit from personalized instruction and a tight-knit community of staff and students. Students in ACE are expected to frequently reflect on their personal growth in developing habits of success and actively engage in the ACE community through their participation in their advisory and in community building activities. ACE students take all of their core academic subjects including English, Math, History and Science in the program while still taking their electives, world language, and health and fitness classes in mainstream. They take two six-week academic classes at a time, averaging three courses in each content area in a given school year. When it is time to assess the student, ACE teachers offer a choice of performance-based assessments that, as much as possible, allow students real-world application of the skills. If a student does not meet a minimum level of competency, “basic competency,” in a class, they do not fail. Instead, they repeat it when it is offered next or take an on-line version of the course, if available. A limited number of ACE online classes are also available for students who want to move at a quicker pace. Even though many ACE students would otherwise take an AP class, they choose not to because they are seeking a more innovative and experiential classroom experience. If an ACE student is seeking a college class experience, ACE places students in actual college classes through dual-enrollment programs at Roxbury Community College and Ben Franklin Institute of Technology where they can earn college credit. In ACE, students also have the option of pursuing internships during school hours for academic credit. This gives students the chance to work with a mentor at a workplace of interest where they do a comprehensive project that is needed by that internship site. In addition to their academic experiences, ACE students participate in community building trips and community service projects which allow students to build a supportive, trusting environment. ACE also works closely with families to be an active partner in their child’s success. Parents or guardians are expected to come in three times a year to participate in a student-run exhibition on their child’s academic progress.",1,"student_experience"
"ACE Leadership High School is where education meets the real world. Our team approaches high school differently. We invest in every aspect of our students’ lives to prepare them with the tools, support, and connections they need to thrive. We focus on practical projects instead of tests and partner with leaders in New Mexico’s ACE industries to get everyone learning on their feet rather than cramped behind a desk. We all know the world of work is changing, and education should too. That’s why we’re building a better future together.   We are caring.  At ACE, we make sure every student gets one-on-one support. Our school is a safe and caring place   where students discover their unique strengths, grow, and thrive. As a community, we believe in the power of courage, integrity, and purpose. We hold each other accountable and bring out the best in each other so that we can build a better future together.   We are grounded. ACE offers practical experiences and expert connections that prepare our students for success in life and work. We are free, local, and public, and we have been firmly grounded in our community since 2010. At ACE we pair hands-on projects with highly engaged teachers and staff.  We make sure that every student — whether returning to school after an absence, raising a family, or holding down a job — has the individualized support they need to succeed.  We are connected. At ACE, we know that when we work as a team, everyone wins. That’s why we build connections between students, educators, community partners, and industry leaders to bring out the best in all of us. We actively engage with our local neighborhoods to provide resources and support for a healthy community. Every year we connect ACE students to industry leaders for mentorship and real life learning opportunities. New Mexico professionals join us in the classroom and help design our projects. These vital connections support our students and offer opportunities to give back to the place we all call home.",1,"student_experience"
"AIM was created with the belief that children with language-based learning disabilities can and will thrive in a rigorous academic setting when they are taught by a highly committed, experienced and creative faculty who have ongoing access to the latest research, best practices, technological resources, and experts in their field. We dedicate ourselves to putting research into practice every day. AIM Academy students thrive in classrooms that offer multisensory and experiential learning and our programs are designed to foster self-esteem and social responsibility. Their academic and intellectual development is further enhanced by an array of extracurricular activities and enrichment in the arts, athletics and community service. It is our goal, that upon graduation, our students are prepared for the challenges, complexities and choices available to them at university and beyond. Curiosity, collaboration, compassion, confidence and critical thinking are their tools for success.  The AIM Institute for Learning & Research is a center for educational excellence and professional development providing teachers and professionals who work with children who learn differently with specialized training programs and access to the latest research and best practices for the classroom. The Institute is committed to quickly translating laboratory research into effective interventions and educational practices for all students.",1,"student_experience"
"Amp Lab is a half-day think tank and Launchpad that focuses on developing entrepreneurial spirit, innovative thinking, and design abilities for students to level up their chosen path across all possible industry sectors.",1,"student_experience"
"An adult like work environment.  We frame The Village as """"""""adult practice."""""""" Students get to practice being a college kid or adult worker but with support systems in place before they leave home.",1,"student_experience"
"An environment in which students can leverage their individual learning strengths while also developing the collaborative skills necessary to succeed in high school and beyond.",1,"student_experience"
"As a Montessori School, we follow the Pedagogy of Maria Montessori. Below are 3 major tenents of the Montessori method you find in our classrooms.   The Prepared Environment:  - Curricular materials on shelves in sequence.   - All items available are engaging and have an educational purpose  - Arranged and designed for the specific age group being served.    Mixed Age Groupings:  - Groupings based on developmental similarities in learning. The mixed age grouping allows for students to experience a wide range of social interactions and collaborations in their work.    Individual and Small Group Lessons:  - Lessons using a full complement of Montessori hands-on materials that allow for a deep conceptual understanding of concepts.   - At the primary level, mostly individual lessons.  - In elementary years small group instruction.  This applies for curricular lessons using hands-on materials, but also lessons pertaining to social-emotional learning. - This means that each student's learning is completely individualized as they take their own pathway through the curriculum.",1,"student_experience"
"As an AVID and IB school, OHS aims to support the development of students' thinking, reasoning, and interpersonal skills, helping them to become better citizens of the global society.",1,"student_experience"
"Asa Messer is a school of many cultures that provides a vibrant and affirming community for students. A community that supports student agency and building pathways to critical and creative thinking.  Through diverse learning opportunities, our students will grow exponentially in literacy, mathematics and social competencies.  Student agency will propel our students forward in advocating for themselves and others.  Students will engage in joyous and rigorous academic content that enables them to pursue college or career pathways following graduation.  Asa Messer is a nurturing safe space where students can take risks in their journey of transformation into powerful contributing citizens.",1,"student_experience"
"At Aggie Academy, our young scholars are exposed to data supported learning experiences that close the learning gap for students coming from underperforming schools in the area. They are exposed to multiple opportunities to think critically and creatively, taught how to problem solve with projects within the STEAM framework, and are partnered with college volunteers from our sponsor, North Carolina A&T State University.",1,"student_experience"
"At Anastasis, students are active participants, designers, and evaluators of their learning. Students are at the center of every learning experience, the environment, and enjoy freedom and agency. Students are fully immersed in the learning experience every day.",1,"student_experience"
"At Bennett Day School, our mission is to provide a collaborative culture that nurtures our innate sense of inquiry and curiosity. We are committed to advancing creativity, innovation, and the development of lifelong learners and leaders.",1,"student_experience"
"At Catalyst Public Schools, we believe that schools can be catalysts of community change when schools, families, and the larger community come together.  We also believe that each and every one of our scholars has unlimited potential and that they are the leaders of today and the champions of tomorrow.  Our mission is to support our diverse scholars to live full lives and to succeed in college, career, and life.  Scholars will find their purpose and passion so that they can cultivate the critical hope, optimism and leadership essential to be catalysts in their community and world.  ​ Because of this, we intentionally create school environments that prepare our scholars to be leaders and change-makers.  Far too many schools prioritize compliance over engagement and rote memorization over critical thinking and collaboration.  At Catalyst, we are reimagining school to ensure our scholars are prepared for the future.   At Catalyst: Bremerton scholars develop the agency to lead their own learning alongside their peers.  We leverage a co-teaching model to offer small group and student lead instruction in grades from Kindergarten through 8th grade.  Hallmarks of the student experience at Catalyst: Bremerton include a daily class called Sunrise.  During Sunrise scholars explore the school's BRAVE values (Belonging, Resilience, Achievement, Vulnerability, and Enthusiasm) and participate in social emotional learning including mindfulness.  Another important element of our student experience is a course called Change Maker Space (CMS).  During CMS scholars participate in project based learning units that are aligned with our humanities courses of study and allow scholars to explore community challenges and work together to generate solutions.",1,"student_experience"
"At CICS West Belden, we support each child in becoming an engaged and curious learner, a confident self-advocate, and a creative problem-solver by setting high expectations and nurturing a positive culture that honors diversity, collaboration, and optimism.",1,"student_experience"
"At David H. Petree Elementary we engage students, families, and teachers in the implementation of high expectations and action-oriented strategies that produce deliberate change to improve student achievement and success for our school through Literacy and STEM Education.  * Opportunity Culture Initiatives * Student Engagement with Hands-On Science/STEM Instruction * Strategic and Aligned Data Driven Instruction * Restorative Practices/SEL/PBIS * Community and Family Engagement",1,"student_experience"
"At Forest, children flourish. They are enabled as young learners to safely explore and understand the world around them and how they can make it better. Each child will: He or she will: Begin a Hero's Journey; Learn to be curious, become an independent learner, and love lifelong learning; Discover his or her most precious gifts, along with the dedication it takes to develop real talent; Understand the importance of strong character; Cherish the arts, wonders of the physical world, & the mystery of life; and treasure economic, political, & religious freedom.",1,"student_experience"
"At Kairos, we believe now is the opportune moment to rethink public education. That's why we replace lectures with engaging projects and dictatorial """"""""behavior managers"""""""" with 1-1 executive functioning coaches who help students learn how to manage their own schedule and work habits. Kairos students practice navigating real-world choices (such as when, where, how, and with whom to work) within a safe, supportive school environment. Kairos develops students not just into freethinkers, ready to thrive in a modern economy, but self-governing citizens, ready to lead both themselves and their communities.  Personalized Learning  Some students excel at English; others struggle with math. Our multimedia coursework adapts to meet kids where they are. It's like giving every student a textbook tailored to their exact questions and learning style. Paired with one-on-one tutoring, the differentiated instruction challenges everyone but leaves no one behind.  Mentoring & Choice  Students meet with their mentor every week to develop the mindsets, skills, and habits of productivity. Working with families, mentors gradually transition students to college-style self-directed learning. Students guide this transition, earning more scheduling choice as they make responsible study decisions.  Project-Based Learning  To prepare students for 21st-century careers, Kairos coursework trades mindless memorization for creative, hands-on projects. The world is our classroom, and students learn about it firsthand through experiential field trips and internships.  Civic Leadership  Kairos students do more than just talk about leadership. They practice it by leading study groups, extracurricular clubs, and student government. From mediating peer discipline to advising our school board, students own more than just their schedules and education—they own their community.",1,"student_experience"
